	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
ZNF678_-_227751151.23-P1P2	4203	4587	2388	14906	1092	2054	687	19824	566	414
ZNF678_-_227751164.23-P1P2	3246	4036	631	4052	2322	8697	39	1998	520	7382
ZNF678_-_227751195.23-P1P2	3581	3244	4058	9574	2031	230	1917	8669	502	140
ZNF678_-_227751229.23-P1P2	4502	5636	7613	1638	7240	69088	12913	604	6962	110757
ZNF680_+_64023555.23-P1P2	6270	6833	5000	16516	4330	62998	2042	11622	2333	106783
ZNF680_+_64023653.23-P1P2	8351	9588	5770	14914	3452	6790	3856	22187	2431	5128
ZNF680_-_64023632.23-P1P2	3156	3407	1420	6237	1158	769	994	5056	1709	216
ZNF680_-_64023646.23-P1P2	4193	4445	4038	6360	5693	663	4450	4442	4866	124
ZNF680_-_64023668.23-P1P2	4701	5136	4700	4889	8521	5762	5743	3312	8543	1779
ZNF684_+_40997158.23-P1P2	4211	4630	3387	7218	11388	4486	4149	9199	24400	1900
ZNF684_+_40997174.23-P1P2	2480	3485	1902	1200	1330	306	2217	363	207	127
ZNF684_+_40997179.23-P1P2	3118	3212	9295	614	5914	806	12298	64	8121	519
ZNF684_+_40997208.23-P1P2	4120	4623	5152	3893	6564	3339	4933	3410	7037	3929
ZNF684_-_40997281.23-P1P2	3907	4677	3645	4379	3200	3958	2514	1991	2252	995
ZNF687_+_151254007.23-P1P2	2569	3450	2449	597	1791	101	1897	109	931	42
ZNF687_-_151253809.23-P1P2	834	677	3189	201	788	25	3913	74	1851	4
ZNF687_-_151253875.23-P1P2	2235	2341	219	3606	139	5912	19	4415	52	3338
ZNF687_-_151254550.23-P1P2	5895	5792	8502	14638	13309	105771	9491	18341	10451	178129
ZNF687_-_151254610.23-P1P2	5218	6171	12244	4147	13860	4740	16498	2907	14650	805
ZNF688_+_30583184.23-P1P2	2935	3369	1570	5934	2871	3157	952	10389	1574	1288
ZNF688_-_30583100.23-P1P2	4403	5485	3049	3794	14698	1573	1322	1053	23089	1510
ZNF688_-_30583109.23-P1P2	5487	5675	8365	8288	5812	2816	3936	4634	2959	3393
ZNF688_-_30583201.23-P1P2	6125	6794	4684	3886	3436	4101	6045	3489	2832	2074
ZNF688_-_30583396.23-P1P2	4826	4628	5417	5757	1615	12107	4775	6266	1130	8832
ZNF689_+_30621741.23-P1P2	3765	3765	8710	2446	6005	7262	9204	1872	4172	10624
ZNF689_+_30621745.23-P1P2	4587	4691	9657	3285	5338	16535	6531	2433	6057	19673
ZNF689_-_30621797.23-P1P2	6061	7111	3255	18251	1310	7175	1361	17952	427	10623
ZNF689_-_30621850.23-P1P2	2430	2860	1740	1911	2160	1726	1045	1102	1706	239
ZNF689_-_30621872.23-P1P2	3234	3823	4197	1222	561	1705	1444	177	203	649
ZNF691_+_43312115.23-P1P2	5327	5983	9015	12173	2456	10650	13103	15795	1691	11705
ZNF691_+_43312154.23-P1P2	6050	6115	8602	13095	2192	672	7366	21488	1169	297
ZNF691_+_43312220.23-P1P2	3234	3411	5246	767	611	551	9826	98	331	27
ZNF691_-_43312135.23-P1P2	6912	8231	7733	12419	2172	18207	5885	9057	1235	6963
ZNF691_-_43312152.23-P1P2	3661	5060	8617	3780	3078	12265	2303	2627	2422	5988
ZNF695_+_247171383.23-ENST00000339986.7	5405	5855	7255	4640	6622	3320	6998	5235	4837	1336
ZNF695_+_247171431.23-ENST00000339986.7	3108	3390	4816	1973	5766	443	6727	1420	3819	470
ZNF695_+_247171540.23-ENST00000339986.7	4242	4297	6107	7973	809	491	5384	7841	589	125
ZNF695_-_247171446.23-ENST00000339986.7	5245	6168	9926	3048	2843	321	11045	2009	1144	117
ZNF695_-_247171502.23-ENST00000339986.7	5203	4433	3487	2287	6172	676	2449	530	4577	123
ZNF697_+_120190970.23-P1P2	3115	3460	1573	905	1577	2802	180	49	2366	5461
ZNF697_+_120191002.23-P1P2	4950	6744	3389	2809	5100	2050	1351	2613	2805	1549
ZNF697_-_120190892.23-P1P2	6608	7544	9606	9357	1927	7759	10761	16928	2609	4854
ZNF697_-_120191019.23-P1P2	2647	2799	3460	3231	1740	1433	6055	3083	1082	1137
ZNF697_-_120191037.23-P1P2	4351	4950	4819	3219	9033	2854	2447	2270	11925	2166
ZNF69_+_11998458.23-P1P2	4794	5540	5015	15394	1414	391	5647	15402	1119	111
ZNF69_+_11998602.23-P1P2	3370	3346	6191	1716	8367	5799	5757	938	12876	3491
ZNF69_+_11998628.23-P1P2	2453	2924	915	1512	1163	1149	341	2305	599	377
ZNF69_-_11998494.23-P1P2	5646	6670	6910	5076	8679	4342	3379	2694	4797	1990
ZNF69_-_11998542.23-P1P2	8716	9522	13697	6070	7321	5061	12018	5409	4939	3160
ZNF700_+_12035776.23-P1P2	10585	11417	31632	3257	7810	4013	62275	3144	3196	4124
ZNF700_+_12035857.23-P1P2	9791	12135	13123	10886	3284	10595	14965	6010	1671	5883
ZNF700_-_12035795.23-P1P2	9724	9790	6496	12555	7526	7398	2426	7814	3224	3855
ZNF700_-_12035835.23-P1P2	11465	13161	11797	9276	12408	15820	11505	5316	9244	16004
ZNF700_-_12035901.23-P1P2	6690	7926	5447	5333	3600	3046	4480	6911	2484	5612
ZNF701_+_53073323.23-P1P2	4421	5205	4561	6755	3603	5914	2012	7819	2009	4498
ZNF701_+_53073453.23-P1P2	3313	3491	6063	3322	3484	2279	4086	1246	3003	3879
ZNF701_+_53073479.23-P1P2	2788	3212	2808	531	897	57	1786	70	461	3
ZNF701_-_53073370.23-P1P2	3213	4164	5596	8005	5324	529	10271	9219	3222	205
ZNF701_-_53073494.23-P1P2	4977	5234	1301	2892	5861	956	319	886	2663	204
ZNF703_+_37552851.23-P1P2	2226	2610	1564	670	680	235	595	618	357	40
ZNF703_+_37553139.23-P1P2	3275	3841	2289	4480	1879	10029	1716	1602	3627	11756
ZNF703_+_37553158.23-P1P2	4880	4970	6029	5792	4605	12647	8737	4573	6241	11147
ZNF703_+_37553162.23-P1P2	3647	4285	2681	1661	2387	6561	2073	664	1722	5762
ZNF703_-_37553081.23-P1P2	2306	2285	4731	1477	1480	534	4994	1598	1101	214
ZNF704_+_81786280.23-P1P2	445	375	5309	1730	325	3929	10124	992	112	3547
ZNF704_+_81786447.23-P1P2	2269	2439	614	620	15	549	155	127	8	421
ZNF704_+_81787120.23-P1P2	4601	4633	5307	1097	416	982	4308	545	174	480
ZNF704_-_81786158.23-P1P2	3438	4236	3701	3451	1522	6846	1779	2516	1150	2956
ZNF704_-_81786389.23-P1P2	5141	4814	9207	2932	5557	4092	5886	1664	6833	2927
ZNF706_+_102217980.23-P1P2	4187	4578	7038	442	14060	621	10874	239	12396	201
ZNF706_+_102218036.23-P1P2	1929	1937	1403	2059	1040	11	2958	1045	1551	5
ZNF706_-_102217911.23-P1P2	1519	1661	596	2921	2626	102	123	3762	2956	15
ZNF706_-_102217962.23-P1P2	6131	8482	4486	11869	10083	19243	3468	11246	4569	14421
ZNF706_-_102218007.23-P1P2	4683	5920	8238	1347	14127	2429	5258	331	14276	2149
ZNF707_+_144766582.23-P1P2	2932	3030	3707	3975	5531	7005	3128	3484	5348	3569
ZNF707_-_144766500.23-P1P2	3896	4404	2530	10900	3658	5748	2150	17443	3581	16687
ZNF707_-_144766503.23-P1P2	2607	3161	1354	825	1006	2276	343	303	425	669
ZNF707_-_144766534.23-P1P2	3099	3252	4007	1500	1535	3929	1955	184	628	1495
ZNF707_-_144766540.23-P1P2	1901	2077	4326	800	17972	565	3791	248	17106	161
ZNF709_+_12662404.23-P1P2	5077	6194	13583	4577	10154	7623	13828	1884	5693	6690
ZNF709_+_12662477.23-P1P2	3314	3385	734	8833	607	8311	173	9725	151	8562
ZNF709_+_12662483.23-P1P2	4056	4546	2263	4663	3182	5290	1144	1302	3160	5574
ZNF709_-_12662439.23-P1P2	3459	3506	5296	3991	1461	2920	4691	2181	557	3179
ZNF709_-_12662446.23-P1P2	3966	4644	9362	3066	1683	987	14418	1935	763	515
ZNF70_+_24093402.23-P1P2	2797	2955	3752	1956	1938	506	2026	1977	2510	151
ZNF70_+_24093407.23-P1P2	3921	4745	3811	7990	249	4004	6142	6237	73	3749
ZNF70_-_24093396.23-P1P2	4914	5171	2172	16523	4232	10443	2106	32289	1815	8835
ZNF70_-_24093435.23-P1P2	5457	6841	13499	13913	10552	2885	11099	15968	6293	2168
ZNF70_-_24093462.23-P1P2	2026	1893	1728	1769	885	11051	862	497	721	6177
ZNF710_+_90544065.23-P1P2	3022	2375	4134	1692	2508	3652	4842	341	785	702
ZNF710_+_90544555.23-P1P2	626	304	134	5	8	8	14	1	0	3
ZNF710_+_90544591.23-P1P2	5041	5058	8873	9231	3186	4444	9151	6794	1367	1400
ZNF710_-_90544487.23-P1P2	3108	2905	140	960	275	1263	113	157	92	618
ZNF710_-_90544494.23-P1P2	2617	2997	1009	1961	159	1504	279	792	53	1554
ZNF711_+_84498819.23-P1P2	6179	6993	3508	6953	3052	6180	1335	4759	1323	3288
ZNF711_-_84498787.23-P1P2	1561	2584	648	1188	1871	116	141	402	1462	5
ZNF711_-_84498906.23-P1P2	7797	8540	7901	13044	12970	8024	4864	11900	8176	7890
ZNF711_-_84498927.23-P1P2	6365	5936	7993	10405	3968	8142	8896	16080	3106	5069
ZNF711_-_84499019.23-P1P2	4101	5409	4336	8175	1187	31518	2396	10606	440	70401
ZNF713_-_55954869.23-P1P2	3416	3577	3163	3261	2951	501	3006	1183	2741	425
ZNF713_-_55954996.23-P1P2	4781	4742	4417	2372	8241	4200	8023	1597	5961	2066
ZNF713_-_55955145.23-P1P2	4261	5261	8191	5850	6023	3217	7548	4433	5709	1397
ZNF713_-_55955237.23-P1P2	3633	4735	2890	442	4051	155	2930	52	6665	38
ZNF713_-_55955253.23-P1P2	1437	1717	650	574	716	4072	421	102	554	1581
ZNF714_+_21264619.23-P1P2	3633	3336	2601	5602	1246	4573	1531	9936	638	11174
ZNF714_+_21264706.23-P1P2	863	798	1029	22	140	1	130	1	7	2
ZNF714_-_21264780.23-P1P2	5247	5170	10210	3537	15038	1772	9315	1577	31634	965
ZNF714_-_21264902.23-P1P2	3494	4663	16282	11633	9958	7420	25764	15667	8763	6000
ZNF714_-_21264906.23-P1P2	3749	3908	14790	7590	2548	99	20378	8668	2760	50
ZNF717_+_75834843.23-P1P2	3964	4077	8959	4101	20427	1767	12805	6301	20700	1550
ZNF717_+_75834856.23-P1P2	3330	2823	1750	5496	1440	1098	573	4634	944	383
ZNF717_-_75834811.23-P1P2	3475	3486	13638	3127	1852	9800	17801	1359	703	10998
ZNF717_-_75834848.23-P1P2	2485	3813	1266	3170	5639	6823	433	1531	4015	3389
ZNF717_-_75834853.23-P1P2	5487	6463	5482	6641	2372	1392	3082	3007	796	366
ZNF718_+_124192.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1	4091	4923	1205	2581	239	1499	961	1589	18	1665
ZNF718_+_124196.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1	5385	5595	9026	2915	5279	4093	8877	1249	3376	2577
ZNF718_+_124206.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1	4184	5771	2290	9915	2696	6367	1231	11360	1077	10438
ZNF718_+_124277.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1	5756	6781	6675	9423	26917	8974	6689	4735	61270	5194
ZNF718_+_154489.23-ENST00000400172.3	10355	10741	10371	15784	10339	14120	18003	10151	9584	11699
ZNF718_+_154489.23-ENST00000502662.1	10355	10741	10371	15784	10339	14120	18003	10151	9584	11699
ZNF718_+_154567.23-ENST00000502662.1	3543	4059	4855	5801	5674	18569	4272	4215	2144	21781
ZNF718_+_154633.23-ENST00000502662.1	1910	1385	1086	1544	347	53	248	2595	247	7
ZNF718_+_154638.23-ENST00000502662.1	2087	3008	1843	1043	2723	8860	1740	415	3494	2430
ZNF718_+_154759.23-ENST00000400172.3	4926	5794	8037	4681	2133	677	4024	2429	1871	204
ZNF718_-_124355.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1	5941	6228	7302	7162	1062	2304	12203	6690	473	955
ZNF718_-_154599.23-ENST00000502662.1	6704	7856	10645	7859	6866	3248	9555	10990	4498	2937
ZNF718_-_154742.23-ENST00000400172.3	3236	3074	2027	1796	2092	8	1127	829	1882	6
ZNF718_-_154779.23-ENST00000400172.3	1602	1907	2432	509	1608	1006	1021	153	912	133
ZNF718_-_154794.23-ENST00000400172.3	2923	3304	2017	6300	3126	1732	583	6582	2574	892
ZNF71_+_57106461.23-P1P2	3614	4784	3157	4874	722	231	1406	3776	487	41
ZNF71_+_57106497.23-P1P2	3872	3782	5263	2162	5825	646	3706	1925	3477	386
ZNF71_-_57106533.23-P1P2	4075	4402	2796	1928	1668	340	3789	545	1400	192
ZNF71_-_57106553.23-P1P2	6618	7284	11509	4875	8332	6038	9386	6034	8550	3018
ZNF71_-_57106577.23-P1P2	3782	4301	2868	13569	1453	5668	2821	20713	1290	1929
ZNF720_+_31724452.23-P1P2	2959	3465	2492	6468	5726	8156	2353	4439	2758	5019
ZNF720_+_31724528.23-P1P2	1099	713	41	43	31	57	2	29	0	2
ZNF720_-_31724479.23-P1P2	4408	4838	7968	2733	2184	11916	8715	1954	1318	6307
ZNF720_-_31724485.23-P1P2	4014	5031	8486	3435	5539	2640	8058	4190	2344	3818
ZNF720_-_31724520.23-P1P2	4784	5620	5615	9970	2634	13719	4302	6748	3215	14341
ZNF721_+_467943.23-P1	4593	5732	4298	12367	2175	13358	3583	23843	1294	12264
ZNF721_+_467962.23-P1	4734	5044	2816	4887	5267	1163	1322	3585	5841	370
ZNF721_+_467965.23-P1	4182	4442	1050	1647	3053	724	294	789	1680	266
ZNF721_+_493099.23-P2	5996	6632	3375	16633	5489	5547	4655	13407	3418	3831
ZNF721_-_468033.23-P1	3945	4554	1351	6472	1098	7730	733	3963	635	24849
ZNF721_-_468048.23-P1	8018	8201	10613	9230	8521	3348	9414	9790	6538	1702
ZNF721_-_493042.23-P2	3376	3636	4199	4362	2654	499	2452	3123	1749	436
ZNF721_-_493064.23-P2	3153	2822	4982	2486	2329	1675	4184	2081	1393	1298
ZNF721_-_493075.23-P2	6755	7682	13419	4676	6351	1242	12281	2949	4794	592
ZNF721_-_493091.23-P2	4565	5141	2204	3869	7456	2090	1729	2339	6533	421
ZNF736_+_63767697.23-P2	2563	2555	2933	3039	14629	828	2127	3491	11585	426
ZNF736_+_63767783.23-P2	5625	6446	5091	3851	4415	4574	4906	2745	2349	1545
ZNF736_+_63774274.23-P1	4652	4498	1852	1316	1351	8638	821	224	483	8202
ZNF736_-_63767662.23-P2	4375	5713	5298	19151	1653	18767	2653	22621	1809	24952
ZNF736_-_63767703.23-P2	8014	8468	8464	9686	8242	6033	9790	6197	6333	4907
ZNF736_-_63767772.23-P2	8436	8760	4769	14743	2465	18842	3692	19920	1073	20747
ZNF736_-_63774261.23-P1	3656	4341	1604	5361	4071	6231	1416	9120	2364	9515
ZNF736_-_63774266.23-P1	3370	3773	1937	796	432	194	1048	393	138	17
ZNF736_-_63774271.23-P1	1347	1222	690	1412	361	828	178	729	166	258
ZNF736_-_63774332.23-P1	5712	5782	4048	7571	6059	6968	2881	9357	3949	12731
ZNF740_+_53574194.23-P1P2	2906	3536	3094	5649	3173	1862	2455	3081	2923	952
ZNF740_+_53574322.23-P1P2	5403	6242	8375	3974	8095	1465	5821	5589	9674	363
ZNF740_+_53574373.23-P1P2	4199	4665	12192	5845	8656	4223	9239	2073	15410	2723
ZNF740_-_53574262.23-P1P2	4979	5366	5265	23423	8033	79486	3601	47347	4878	134382
ZNF740_-_53574431.23-P1P2	3276	4360	721	3823	184	6584	64	2201	18	4500
ZNF746_+_149194914.23-P1P2	4618	5593	6476	3120	5188	6987	6710	2727	1938	8335
ZNF746_+_149194990.23-P1P2	7417	8128	7296	11292	8252	9367	7728	13298	11973	8972
ZNF746_+_149195127.23-P1P2	3160	3283	2854	342	121	6812	1234	29	14	4988
ZNF746_-_149194874.23-P1P2	5443	5236	7572	1906	6903	1761	5284	1824	3680	1690
ZNF746_-_149194933.23-P1P2	4463	4474	8208	3734	9587	4454	14258	1858	8306	2992
ZNF747_+_30546376.23-P1P2	7120	8116	17888	6807	6040	3499	22295	4995	4401	2737
ZNF747_+_30546420.23-P1P2	9266	10950	8351	15886	24912	13507	5866	14138	20523	15255
ZNF747_-_30546314.23-P1P2	2391	2787	1816	2433	50	1099	1739	1605	15	1619
ZNF747_-_30546384.23-P1P2	10991	10945	10325	5982	13223	2930	4634	2538	22217	4327
ZNF747_-_30546412.23-P1P2	5702	7039	25756	7139	14467	920	28312	7109	20707	242
ZNF749_+_57946424.23-P1P2	253	146	2674	56	2	0	1379	22	1	1
ZNF749_+_57946509.23-P1P2	4621	4647	4284	3315	1244	414	1922	2077	589	143
ZNF749_-_57946528.23-P1P2	4144	4208	6059	2342	5285	4186	5232	879	5058	1705
ZNF749_-_57946544.23-P1P2	3968	3807	2681	4241	4849	2309	2436	1025	4196	1000
ZNF749_-_57946581.23-P1P2	4899	5750	5755	3376	11991	119	5176	2779	5569	20
ZNF74_+_20748258.23-P1P2	923	942	451	317	20	165	27	74	1	12
ZNF74_+_20748339.23-P1P2	4074	4399	9112	2811	6672	1172	8759	1269	5108	1421
ZNF74_-_20748132.23-P1P2	3456	3772	1579	3032	15552	1001	407	3232	12321	722
ZNF74_-_20748255.23-P1P2	6774	8437	11611	5395	8716	8935	13005	4446	7138	10800
ZNF74_-_20748402.23-P1P2	1409	1573	2941	3181	125	325	2578	882	15	28
ZNF75A_+_3355331.23-P1P2	7329	8075	16398	8697	11745	13791	36345	3592	13467	6867
ZNF75A_+_3355382.23-P1P2	4120	4346	2637	5876	1084	7184	1439	4848	446	7039
ZNF75A_-_3355290.23-P1P2	6524	6527	6290	5109	2767	4855	8351	3093	1804	4697
ZNF75A_-_3355365.23-P1P2	5268	5009	2458	8682	989	1629	1271	12999	265	514
ZNF75A_-_3355390.23-P1P2	6781	7470	13831	11649	11353	1249	12077	10234	10107	709
ZNF75D_+_134478018.23-P1P2	3452	3969	2253	4284	3891	1628	625	2688	2332	754
ZNF75D_+_134478153.23-P1P2	5034	6365	10187	1249	5934	1531	11411	484	3956	358
ZNF75D_-_134478158.23-P1P2	5749	6078	8668	8838	3513	9977	6229	11366	3511	9721
ZNF75D_-_134478168.23-P1P2	5832	7049	9158	20886	3063	4219	10948	30093	1712	3852
ZNF75D_-_134478271.23-P1P2	4469	4357	14477	5865	1450	7257	7293	4068	680	6441
ZNF761_+_53935023.23-P1P2	2895	3823	1441	1687	4069	360	1263	2882	1233	19
ZNF761_+_53935027.23-P1P2	5517	6868	5263	8661	1640	9814	2969	5657	804	7305
ZNF761_+_53935115.23-P1P2	7009	8711	8779	24104	7676	5276	8688	25619	6417	3493
ZNF761_+_53935154.23-P1P2	2903	4509	1207	2917	478	1245	432	1255	60	384
ZNF761_-_53935091.23-P1P2	4662	5287	4674	3312	5691	6562	2798	2087	3336	3749
ZNF763_+_12035776.23-P1P2	10585	11417	31632	3257	7810	4013	62275	3144	3196	4124
ZNF763_+_12035857.23-P1P2	9791	12135	13123	10886	3284	10595	14965	6010	1671	5883
ZNF763_-_12035795.23-P1P2	9724	9790	6496	12555	7526	7398	2426	7814	3224	3855
ZNF763_-_12035835.23-P1P2	11465	13161	11797	9276	12408	15820	11505	5316	9244	16004
ZNF763_-_12035901.23-P1P2	6690	7926	5447	5333	3600	3046	4480	6911	2484	5612
ZNF764_+_30569738.23-P1P2	3223	3867	4720	2184	8284	6548	1903	1156	10178	7131
ZNF764_+_30569859.23-P1P2	2577	3043	1892	2046	59	1682	981	1282	9	1374
ZNF764_+_30569972.23-P1P2	4849	4610	2668	3032	2472	20389	1060	4199	2376	37293
ZNF764_-_30569778.23-P1P2	3827	5006	3450	4130	4703	1851	1784	5013	3183	591
ZNF764_-_30569820.23-P1P2	7096	8370	8366	3830	4176	5010	7521	1049	3143	3038
ZNF765_+_53868410.23-P2	4098	5606	2343	7938	2395	23836	796	4014	1972	35720
ZNF765_+_53897969.23-P1	3160	3537	4346	764	3477	1353	2880	327	1759	324
ZNF765_+_53898215.23-P1	7181	8632	6626	7436	6511	5665	6622	4631	5855	2187
ZNF765_+_53898321.23-P1	4491	4244	7491	6414	14898	2361	7071	3282	15570	3176
ZNF765_-_53868747.23-P2	4351	4641	4200	3080	3930	1871	3167	873	3811	723
ZNF765_-_53868787.23-P2	29	34	209	0	1	0	124	0	0	0
ZNF765_-_53868793.23-P2	3395	3638	9543	4815	9908	10804	19591	4440	8188	4313
ZNF765_-_53868798.23-P2	2147	2632	913	1342	244	22	120	252	53	4
ZNF765_-_53898234.23-P1	45	52	0	0	0	28	1	1	0	0
ZNF765_-_53898355.23-P1	4559	5074	5648	1193	11896	55	4272	527	9343	31
ZNF766_+_52772755.23-P1P2	4797	5448	16303	12372	7614	7851	17385	25220	6463	5143
ZNF766_+_52772759.23-P1P2	3650	3168	4275	4188	2807	7838	4143	5772	2884	7939
ZNF766_+_52772812.23-P1P2	2654	2590	795	393	1235	464	306	69	837	324
ZNF766_-_52772654.23-P1P2	6200	7223	2288	4669	2890	9264	1705	1922	1945	7716
ZNF766_-_52772687.23-P1P2	4462	4993	4616	4412	731	5783	4944	3976	478	4497
ZNF768_+_30538056.23-P1	3067	3100	2796	3589	1272	727	3809	2224	1439	503
ZNF768_+_30538061.23-P1	3748	4840	3644	10639	2195	1312	1443	10023	1420	723
ZNF768_+_30546376.23-P2	7120	8116	17888	6807	6040	3499	22295	4995	4401	2737
ZNF768_+_30546420.23-P2	9266	10950	8351	15886	24912	13507	5866	14138	20523	15255
ZNF768_-_30538001.23-P1	7223	7205	6889	14520	15061	11066	7794	16289	32265	5427
ZNF768_-_30538087.23-P1	4215	4481	5786	7121	2476	2135	3687	7498	2518	2536
ZNF768_-_30538170.23-P1	5476	6660	7299	6030	6016	4713	4742	4641	4331	1313
ZNF768_-_30546314.23-P2	2391	2787	1816	2433	50	1099	1739	1605	15	1619
ZNF768_-_30546384.23-P2	10991	10945	10325	5982	13223	2930	4634	2538	22217	4327
ZNF768_-_30546412.23-P2	5702	7039	25756	7139	14467	920	28312	7109	20707	242
ZNF76_+_35227272.23-P1P2	2823	3440	3253	6997	3009	17845	4274	8841	2297	7729
ZNF76_+_35227358.23-P1P2	3999	4152	6484	3874	9500	14073	8732	4120	5857	9707
ZNF76_-_35227298.23-P1P2	3913	4720	2630	4900	430	5161	218	4702	42	6596
ZNF76_-_35227371.23-P1P2	4086	5147	9191	4217	9110	6597	12008	2230	15321	5544
ZNF76_-_35227375.23-P1P2	3021	3089	4123	2839	9566	771	3818	1331	11015	511
ZNF770_+_35280553.23-P1P2	1851	2001	1138	1355	590	2164	557	767	391	2667
ZNF770_+_35280568.23-P1P2	3399	3979	1390	830	2086	2053	391	402	1391	1254
ZNF770_+_35280638.23-P1P2	4432	4686	8168	1039	3148	1133	5432	657	1212	268
ZNF770_+_35280787.23-P1P2	6829	8870	14101	19355	1204	18044	21830	25708	645	27846
ZNF770_-_35280618.23-P1P2	4024	3930	3573	4987	2554	285	1788	2459	988	139
ZNF771_+_30418772.23-P1P2	4149	4297	15995	2501	14747	5723	25997	2129	17483	3194
ZNF771_+_30418787.23-P1P2	1439	1294	217	1275	182	6	7	1994	1627	9
ZNF771_+_30418790.23-P1P2	3392	3916	7174	3078	5208	2228	7435	1125	3275	4847
ZNF771_+_30418801.23-P1P2	4716	5064	7361	1526	15197	665	7258	1350	17787	229
ZNF771_-_30418705.23-P1P2	3840	4747	4728	2757	7811	354	2680	1354	9068	174
ZNF772_+_57989031.23-P1P2	5019	6246	7676	8492	1474	816	4628	11908	1036	120
ZNF772_+_57989075.23-P1P2	4136	5050	1982	4289	2492	5701	905	3090	337	4084
ZNF772_-_57988946.23-P1P2	5061	5642	4274	2212	3237	12918	3496	1074	1604	5743
ZNF772_-_57989047.23-P1P2	1930	2159	2141	336	79	1193	2443	28	3	751
ZNF772_-_57989094.23-P1P2	7838	9431	6124	12302	8588	22775	4533	15139	7025	30110
ZNF773_+_58011121.23-P1P2	2349	3041	5385	2255	6062	8460	3967	2207	3189	7574
ZNF773_+_58011239.23-P1P2	2091	2433	1200	2201	3488	15145	596	2853	1866	15674
ZNF773_-_58011161.23-P1P2	5239	5876	8684	5554	16566	12792	6241	3567	15424	5394
ZNF773_-_58011230.23-P1P2	4448	4917	6994	3259	2123	919	6091	1898	930	173
ZNF773_-_58011258.23-P1P2	6239	5943	6893	3635	7133	1620	8496	1868	5303	450
ZNF774_+_90895257.23-P1P2	8314	8317	14391	11974	4591	7973	14870	10886	3484	9792
ZNF774_+_90895339.23-P1P2	4720	4631	5710	6052	2390	3153	5145	3299	1661	1372
ZNF774_+_90895345.23-P1P2	4629	4806	3851	3121	3168	444	2819	1768	4291	103
ZNF774_-_90895276.23-P1P2	478	575	263	164	2462	848	9	99	861	148
ZNF774_-_90895291.23-P1P2	1479	1814	1488	481	1136	113	1667	147	304	22
ZNF775_+_150076229.23-P1P2	2802	2525	1414	475	1015	413	328	147	482	27
ZNF775_+_150076252.23-P1P2	4800	4338	5646	2129	4596	1336	2965	1102	3507	306
ZNF775_+_150076320.23-P1P2	7821	9906	4671	5649	6531	1431	3862	4150	5214	887
ZNF775_-_150076279.23-P1P2	4049	5120	10861	9940	11447	40507	12709	12054	13445	62922
ZNF775_-_150076293.23-P1P2	1736	2421	1976	1693	1691	3195	3112	534	295	1242
ZNF776_+_58258034.23-P1P2	5491	5712	6274	4162	19503	7227	3083	3128	47763	3921
ZNF776_+_58258037.23-P1P2	4684	4580	1316	3202	2636	8086	665	3383	2804	4406
ZNF776_-_58258024.23-P1P2	2349	3060	703	6185	1220	1762	432	4361	815	656
ZNF776_-_58258042.23-P1P2	7309	8931	12222	13951	15015	34329	9692	14109	17887	31926
ZNF776_-_58258053.23-P1P2	4806	5789	2358	1992	7980	3733	1376	690	18405	2449
ZNF777_+_149158041.23-P1P2	4232	4740	798	1460	893	86	480	537	905	20
ZNF777_+_149158083.23-P1P2	6097	6236	5593	4525	2369	532	3309	3072	3035	54
ZNF777_-_149158000.23-P1P2	6294	7369	6310	1859	4947	414	6216	741	3367	307
ZNF777_-_149158011.23-P1P2	3970	4475	4652	2321	1148	1024	7299	1267	1476	268
ZNF777_-_149158324.23-P1P2	4698	5188	3745	3115	5662	1236	2159	1083	4269	295
ZNF778_+_89283950.23-P1P2	3029	3253	5615	5742	6359	120	4034	4274	5844	39
ZNF778_+_89283955.23-P1P2	2951	2994	2218	1203	2442	2564	1440	535	1398	1186
ZNF778_+_89283961.23-P1P2	3626	4291	4167	8978	282	2701	3339	11597	216	3694
ZNF778_+_89284081.23-P1P2	3826	4815	1119	9082	987	19312	595	10535	865	11280
ZNF778_-_89283968.23-P1P2	6570	6805	12901	2061	3352	3041	8894	453	1718	2635
ZNF77_+_2945037.23-P1P2	1618	2064	1210	3471	376	12333	1097	2448	536	7344
ZNF77_+_2945042.23-P1P2	3047	2435	2173	2671	1259	17325	2072	1233	745	21546
ZNF77_+_2945080.23-P1P2	5174	6120	5796	6302	4982	2243	5265	8620	3585	2273
ZNF77_-_2945021.23-P1P2	4472	5999	4254	3675	7979	1747	5062	1283	12195	493
ZNF77_-_2945091.23-P1P2	7241	7591	4919	4194	7867	1798	2401	2982	4802	726
ZNF780A_+_40596963.23-P1P2	6103	7678	12272	4842	3773	13616	16817	1626	2343	7820
