	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
APOBEC3F_-_39436896.23-P1P2	4125	6657	9408	4048	2576	3055	7524	1744	2175	1322
APOBEC3F_-_39437244.23-P1P2	5715	7916	4617	2254	3844	6718	3837	1076	1467	2242
ARHGEF10L_+_17866293.23-P1P2	5543	5696	10165	4752	12545	6310	11424	3555	16024	5854
ARHGEF10L_+_17866397.23-P1P2	3655	4823	3702	2833	587	3718	3007	1563	75	976
ARHGEF10L_+_17866471.23-P1P2	5321	6993	6120	14615	3127	5220	6283	14026	1303	3857
ARHGEF10L_+_17866474.23-P1P2	5789	6688	3763	6066	13820	6173	2393	4582	8928	5402
ARHGEF10L_-_17866424.23-P1P2	3064	3430	2407	7479	459	3693	1765	9240	84	2201
ARHGEF2_-_155948093.23-P1P2	6610	8763	9538	5447	8308	6895	10311	5378	6663	2953
ARHGEF2_-_155948134.23-P1P2	3324	3798	6483	1875	7635	3958	7383	1883	14624	2591
ARHGEF2_-_155948140.23-P1P2	3637	4898	3341	9221	3476	3858	1729	8072	1672	8429
ARHGEF2_-_155948223.23-P1P2	4621	7005	3724	2657	2908	10449	1922	1516	745	3705
ARHGEF2_-_155948313.23-P1P2	4138	4448	6245	2511	1535	1892	3921	2700	1217	305
ARID1A_+_27022504.23-P1P2	4774	4963	2175	874	5720	2785	2344	368	5133	1378
ARID1A_+_27022576.23-P1P2	3460	4309	4530	4200	1123	6397	5267	2708	717	8831
ARID1A_+_27022586.23-P1P2	4241	4968	3123	1939	3554	2896	2085	723	1556	3740
ARID1A_-_27022530.23-P1P2	7967	8821	8960	1100	6121	3795	7894	553	8964	2274
ARID1A_-_27022545.23-P1P2	3304	3954	1624	4414	1225	2292	1790	3963	1376	2487
ARID1B_+_157098803.23-P1	4972	5944	6178	5196	5156	3505	5422	5985	1481	1140
ARID1B_+_157100309.23-P2	6677	9582	4090	4475	1205	5302	2372	3348	2250	5470
ARID1B_+_157100315.23-P2	6582	8527	6068	9513	3753	16162	4531	9625	4168	12600
ARID1B_-_157098817.23-P1	6736	9054	12152	11331	5369	3337	8342	8084	3123	1204
ARID1B_-_157098992.23-P1	4063	4727	3119	11127	1130	5809	1828	17266	660	3156
ARID1B_-_157099132.23-P1	4615	6642	453	109	133	227	16	11	14	24
ARID1B_-_157099145.23-P1	2664	3328	812	4765	3019	1102	283	7321	1453	682
ARID1B_-_157100302.23-P2	6604	7275	11941	6373	15221	4758	11798	9181	14553	727
ARID1B_-_157100305.23-P2	2608	3960	2307	3891	3110	1947	1079	7301	1851	1262
ARID1B_-_157100366.23-P2	7407	8711	16359	15750	14158	9575	15233	24085	29237	4931
ARID2_+_46123483.23-P1P2	2287	2721	523	2211	260	1811	140	988	158	431
ARID2_+_46123520.23-P1P2	5161	7209	3149	4300	3876	5633	5188	3271	5694	6707
ARID2_-_46123531.23-P1P2	4058	4519	3655	1808	2764	2024	2177	689	1181	1427
ARID2_-_46123548.23-P1P2	2033	2704	1668	1085	103	534	3955	844	43	55
ARID2_-_46123742.23-P1P2	2714	3604	4907	677	2160	3007	4285	422	819	1122
ARID3A_+_926082.23-P1P2	358	474	478	541	457	219	265	456	234	30
ARID3A_-_926022.23-P1P2	2530	3083	12076	1080	1076	2985	4554	890	537	2245
ARID3A_-_926030.23-P1P2	2120	3055	14023	3564	3918	1754	19333	6058	5626	1025
ARID3A_-_926047.23-P1P2	3672	4927	4774	2339	5175	4122	4547	940	3820	1436
ARID3A_-_926067.23-P1P2	6626	7560	15043	4143	10173	3427	16137	2623	7717	1022
ARID3B_+_74833663.23-P1P2	3429	4256	876	2688	269	4176	407	1271	78	4140
ARID3B_-_74833690.23-P1P2	6406	9561	9506	7331	13418	6520	6371	6917	28579	3875
ARID3B_-_74833791.23-P1P2	3150	3900	1557	1434	2128	4261	803	817	1438	883
ARID3B_-_74833855.23-P1P2	5713	6924	4918	2471	7575	2714	4351	2155	8049	2567
ARID3B_-_74833936.23-P1P2	4494	6619	3310	3373	3337	12513	2211	1289	875	35153
ARID5A_+_97202543.23-P1P2	3342	3909	8798	5023	4525	20607	10226	5959	3974	16712
ARID5A_+_97202551.23-P1P2	7049	7339	2287	1509	3901	5687	699	545	1388	1760
ARID5A_+_97202561.23-P1P2	7488	9065	20649	4178	16001	8434	22467	2397	20427	10991
ARID5A_-_97202536.23-P1P2	3207	4179	4555	5467	3494	6136	2097	3801	3159	5301
ARID5A_-_97202539.23-P1P2	4283	4951	2535	778	2429	1381	1475	316	1707	414
ARID5B_+_63660954.23-ENST00000279873.7	7628	8800	6882	2888	3921	1961	7347	660	5085	403
ARID5B_+_63661162.23-ENST00000279873.7	5292	6364	7706	2232	22448	2717	3933	1207	9022	1612
ARID5B_+_63661169.23-ENST00000279873.7	5667	6022	2693	621	857	6222	1088	189	421	17885
ARID5B_+_63661180.23-ENST00000279873.7	5104	6952	2571	9007	3965	1904	2540	7671	1826	496
ARID5B_-_63660959.23-ENST00000279873.7	3099	3672	208	321	1073	15	10	109	73	3
ARL6IP4_+_123465234.23-P1P2	3146	4779	8492	6821	6094	29573	6979	6703	6469	32733
ARL6IP4_+_123465237.23-P1P2	3396	3891	3279	4784	2133	5701	1949	3032	1314	4811
ARL6IP4_+_123465316.23-P1P2	1539	1618	389	188	5463	431	66	244	2181	189
ARL6IP4_-_123465296.23-P1P2	5443	6456	5273	4087	2891	5195	5105	2117	2526	3287
ARL6IP4_-_123465301.23-P1P2	3729	4961	3901	11145	1037	9625	2486	12655	510	12953
ARNT2_+_80696737.23-P1P2	3346	4608	2276	1923	3227	5736	2396	2058	415	7949
ARNT2_+_80696763.23-P1P2	4912	6051	6693	2831	8371	10545	4918	1718	8973	5073
ARNT2_+_80697077.23-P1P2	7713	9858	14770	7474	9611	13677	21838	7351	13348	8889
ARNT2_-_80696751.23-P1P2	4755	6031	4443	6162	4443	6248	2826	6194	1614	1927
ARNT2_-_80696754.23-P1P2	2747	3608	4411	2731	1798	4041	5262	1834	1698	719
ARNTL2_+_27485837.23-P1P2	5224	6816	6854	3118	10754	5818	6515	3127	14353	6439
ARNTL2_+_27485847.23-P1P2	5098	6690	5167	6291	3078	4287	5411	2720	2059	1748
ARNTL2_-_27485854.23-P1P2	7939	9190	14156	11370	8188	5067	19016	9494	8943	2867
ARNTL2_-_27485887.23-P1P2	6207	8785	2578	8646	3315	38502	3308	11609	1072	50093
ARNTL2_-_27486073.23-P1P2	4701	7286	11516	6716	3882	3797	16410	6350	4576	2123
ARNTL_+_13299385.23-P1P2	5674	6910	5324	8736	7440	14271	4165	4836	5069	1576
ARNTL_+_13299417.23-P1P2	4031	5926	1033	1222	507	550	407	139	154	137
ARNTL_-_13299358.23-P1P2	4867	6217	8517	4719	4444	2660	4667	2213	6383	1028
ARNTL_-_13299379.23-P1P2	5465	7193	6941	3994	6878	3579	6374	3227	7488	1089
ARNTL_-_13299382.23-P1P2	5582	8733	7292	3763	802	13912	8050	4007	372	12609
ARNT_+_150848968.23-P1P2	3551	4672	2916	5340	6207	2090	1159	3387	3506	961
ARNT_+_150848997.23-P1P2	4967	5667	8252	6324	6431	8329	4817	12541	5679	1881
ARNT_+_150849006.23-P1P2	4614	6131	3048	6130	939	6264	1891	9217	521	7820
ARNT_+_150849012.23-P1P2	4947	6782	4986	3555	3579	2170	2925	1667	1067	391
ARNT_+_150849017.23-P1P2	4323	6473	1024	1249	270	364	126	503	51	29
ASAP1_+_131455704.23-P1P2	4187	4998	2870	4976	7367	5148	1770	1918	11462	4538
ASAP1_-_131455656.23-P1P2	2934	3666	4280	3931	1911	1538	3375	3311	1821	251
ASAP1_-_131455855.23-P1P2	5256	7177	5340	5510	3217	2991	4970	2675	1837	2232
ASAP1_-_131455861.23-P1P2	5781	7789	3016	2013	1107	2736	806	1011	274	564
ASAP1_-_131455906.23-P1P2	4070	5045	3232	4052	649	1421	2658	2104	178	799
ASAP3_+_23810517.23-P1P2	5189	6954	6240	7070	5503	4856	7218	5694	13452	5584
ASAP3_+_23810690.23-P1P2	3510	4292	2120	2969	3080	4193	1042	4338	2579	1145
ASAP3_-_23810622.23-P1P2	1100	1582	996	1276	893	493	1165	761	1190	151
ASAP3_-_23810627.23-P1P2	1825	1961	4533	293	739	624	3943	509	43	518
ASAP3_-_23810631.23-P1P2	3328	4069	2018	2614	2809	7402	1885	1179	1214	8019
ASCC1_-_73975665.23-P1P2	3845	5621	2756	2778	6941	3684	2909	1873	13509	2441
ASCC1_-_73975670.23-P1P2	3199	3198	4147	2359	14960	1167	5968	919	69071	302
ASCC1_-_73975678.23-P1P2	2484	3161	3588	2822	672	901	5345	1931	190	305
ASCC1_-_73975861.23-P1P2	4346	6836	6994	898	4281	2564	5857	304	3433	979
ASCC1_-_73975994.23-P1P2	3565	4098	3833	4870	7579	3386	3726	3239	11427	2187
ASCL2_+_2292175.23-P1P2	5242	7618	8511	7092	11755	4879	8744	10621	12429	3959
ASCL2_+_2292178.23-P1P2	3677	5472	2933	1784	5449	3615	2499	1256	5679	2650
ASCL2_-_2292214.23-P1P2	5021	6815	7571	6758	1391	4226	4903	3654	222	1332
ASCL2_-_2292240.23-P1P2	5767	6685	9035	3678	11116	8253	7506	2724	8162	2799
ASCL2_-_2292271.23-P1P2	3669	4341	5969	5084	5024	8240	5281	5589	4394	4021
ASCL5_+_201096190.23-P1P2	5039	6139	5043	2606	6055	5445	4450	5792	2980	1587
ASCL5_+_201096304.23-P1P2	8047	9989	11475	15759	4234	6689	13171	12803	7329	2116
ASCL5_+_201096314.23-P1P2	5121	6999	8026	11222	3090	7797	8734	17595	7029	5800
ASCL5_+_201096340.23-P1P2	2124	3155	3700	648	148	4817	2972	403	27	2708
ASCL5_-_201096292.23-P1P2	4767	6135	2280	8984	1548	10867	1760	6612	1049	6564
ASF1B_+_14247360.23-P1P2	5910	6929	5857	3387	8126	4244	3312	4406	5546	1192
ASF1B_-_14247341.23-P1P2	4738	6568	5789	3346	4075	2353	4078	1542	2186	530
ASF1B_-_14247349.23-P1P2	3880	4523	2041	9871	3248	24324	1016	8382	4206	20772
ASF1B_-_14247364.23-P1P2	3239	4717	1493	2828	1854	1240	644	1761	2639	646
ASF1B_-_14247546.23-P1P2	5432	6095	4567	3726	8080	2837	3933	1822	7167	1381
ASH1L_+_155532357.23-P1P2	4203	5981	2831	15130	3142	18296	1659	16876	940	8751
ASH1L_+_155532488.23-P1P2	5231	6248	7128	5928	3967	16460	4081	6350	3306	3649
ASH1L_+_155532498.23-P1P2	4991	6173	5239	4128	1243	3423	4196	3365	593	1098
ASH1L_+_155532501.23-P1P2	5795	9063	3831	6644	3383	5130	1511	4152	1864	2534
ASH1L_+_155532507.23-P1P2	3738	4563	7438	4646	5008	3964	7337	1644	5794	1101
ASH2L_+_37963053.23-P1P2	4338	5274	5107	1834	4809	2602	4363	1086	2252	223
ASH2L_+_37963063.23-P1P2	6510	8269	2655	3337	1728	4554	2415	924	588	706
ASH2L_+_37963376.23-P1P2	3765	4801	1220	181	336	49	172	4	95	9
ASH2L_-_37963059.23-P1P2	2093	3745	463	1324	1231	1882	191	298	1068	399
ASH2L_-_37963062.23-P1P2	2356	2940	3379	346	911	928	425	5	46	268
ASXL1_+_30946119.23-P1P2	7049	9073	12246	4732	7579	3999	11549	4142	6496	1238
ASXL1_+_30946296.23-P1P2	3724	4346	1400	718	873	2677	1107	346	618	1220
ASXL1_+_30946335.23-P1P2	7135	9354	10199	9086	4315	20320	18373	11960	5551	17399
ASXL1_-_30946176.23-P1P2	5239	6336	5765	1332	1994	2468	3599	402	857	513
ASXL1_-_30946186.23-P1P2	6386	7031	7318	9314	2303	4565	10593	8318	743	2437
ATF1_+_51157878.23-P1P2	4278	5413	3791	7811	7755	5653	2927	11085	20050	4352
ATF1_+_51157881.23-P1P2	4189	5006	2916	2775	6265	2894	1790	1975	7364	1706
ATF1_-_51157890.23-P1P2	7906	8706	8642	10438	8399	10461	5783	17564	3884	10581
ATF1_-_51157911.23-P1P2	5909	6657	3169	6238	3315	11322	1753	4596	2443	8356
ATF1_-_51158152.23-P1P2	3316	4832	2047	2288	1001	4103	844	1170	176	3060
ATF7IP2_+_10480166.23-P1P2	5632	7341	2423	1817	572	1935	856	1270	59	352
ATF7IP2_-_10479924.23-P1P2	8319	11064	6470	4674	5165	8304	3555	2831	4121	771
ATF7IP2_-_10479940.23-P1P2	4823	5519	4765	2349	2461	3258	2875	1393	2020	322
ATF7IP2_-_10479958.23-P1P2	7410	8838	3967	8627	3059	7395	2342	8053	1955	16109
ATF7IP2_-_10480285.23-P1P2	2112	2439	89	232	6	41	1	42	2	28
ATF7IP_+_14538328.23-P2	3094	4015	3371	1981	7949	1374	4670	1498	4360	166
ATF7IP_-_14518605.23-P1	2771	3573	1107	498	622	4062	899	120	174	2200
ATF7IP_-_14518679.23-P1	4052	4963	1680	4994	1261	1130	2749	1804	806	454
ATF7IP_-_14518682.23-P1	2459	3747	1729	1734	700	2684	597	1642	878	832
ATF7IP_-_14518693.23-P1	4666	5686	5725	5391	6327	1710	5716	3826	15373	425
ATF7IP_-_14518719.23-P1	2700	3449	1876	2795	1343	397	515	1450	883	247
ATF7IP_-_14538285.23-P2	3030	4169	3068	4071	1866	1185	2474	2865	2396	375
ATF7IP_-_14538334.23-P2	7856	9282	8362	7497	7320	20018	7627	8169	4199	15127
ATF7IP_-_14538504.23-P2	4650	5801	1116	2140	5486	2327	370	1081	7157	965
ATF7IP_-_14538512.23-P2	3296	4028	975	5290	1071	2084	243	3688	1260	765
ATMIN_+_81069441.23-P1P2	3159	4191	2661	2839	1989	4309	2472	3683	1534	4128
ATMIN_+_81069661.23-P1P2	2975	3625	4589	1092	228	1478	3138	236	48	305
ATMIN_+_81069685.23-P1P2	3376	4254	1299	1015	1680	4208	471	181	743	953
ATMIN_+_81069786.23-P1P2	3418	3902	5795	5106	15034	3378	5758	3909	34752	2393
ATMIN_-_81069453.23-P1P2	3226	4207	8228	1990	1540	1668	9845	930	760	1048
ATN1_+_7036957.23-P1P2	6891	8281	4948	4604	4302	4016	2846	2762	1793	2254
ATN1_+_7036968.23-P1P2	6180	7734	4863	5780	2704	2771	2779	4040	519	846
ATN1_+_7037039.23-P1P2	7746	9197	8293	6680	3047	2990	5900	5248	836	1102
ATN1_+_7037389.23-P1P2	4706	5447	3552	1790	3432	7498	1923	1083	1397	7329
ATN1_-_7037050.23-P1P2	4208	5550	6201	4538	2627	3637	6841	5295	876	2657
ATOH8_-_85981004.23-P1P2	5290	6697	2617	6616	2726	4233	1164	13837	2205	3560
ATOH8_-_85981028.23-P1P2	4629	6318	3758	2286	1936	3477	2552	1748	1105	2712
ATOH8_-_85981251.23-P1P2	8760	10347	8722	5799	9246	12449	5431	8465	8229	4604
ATOH8_-_85981376.23-P1P2	6762	7685	9918	15140	7006	18824	13661	12129	4522	22983
ATOH8_-_85981509.23-P1P2	5305	6530	4589	6849	2349	2910	5304	2853	750	595
ATXN1_+_16761661.23-P1P2	6509	7902	7662	6652	30609	11709	5710	8868	64951	14266
ATXN1_-_16761442.23-P1P2	3612	4740	2434	3938	7110	1332	1677	2151	9040	731
ATXN1_-_16761628.23-P1P2	2439	2415	2098	2693	247	587	1038	1873	58	223
ATXN1_-_16761659.23-P1P2	6780	8872	6342	7713	10250	7798	4089	5721	7544	6624
ATXN1_-_16761669.23-P1P2	5979	6746	3205	3873	4841	4513	3123	3713	6606	5560
BACH1_+_30671691.23-P1P2	5240	6052	3769	4774	9127	4998	4155	3117	14408	3172
BACH1_-_30671274.23-P1P2	700	1273	1080	49	1718	603	475	13	15	283
BACH1_-_30671281.23-P1P2	3537	4734	11216	2528	3523	11585	12855	829	4358	8129
BACH1_-_30671373.23-P1P2	4678	7150	6054	7270	5425	20034	3401	7035	5810	15252
BACH1_-_30671379.23-P1P2	715	1143	27	1426	2	211	15	694	2	131
BAHCC1_+_79373353.23-P1P2	5373	6884	9027	2482	5826	2675	9712	1527	8750	1632
BAHCC1_+_79373376.23-P1P2	6990	7792	7058	9063	7766	69569	4593	11898	5367	214744
BAHCC1_+_79373387.23-P1P2	5107	6442	3450	5372	13695	11468	2478	3272	33087	8440
BAHCC1_+_79373393.23-P1P2	4648	6109	5739	5263	1961	6081	4992	2949	2004	5003
BAHCC1_+_79373563.23-P1P2	1625	2678	219	1168	34	2491	193	338	3	2011
BATF2_+_64764369.23-P1P2	5735	7689	5505	7450	2275	14386	3064	6964	1107	10650
BATF2_-_64764380.23-P1P2	5076	6576	3090	3860	1439	3827	1918	1256	986	1235
BATF2_-_64764396.23-P1P2	3965	4865	4564	8030	1606	9378	2955	26057	889	4899
BATF2_-_64764399.23-P1P2	4462	6100	4513	27935	5301	38891	3542	69096	4705	23323
BATF2_-_64764409.23-P1P2	5445	6551	3245	2464	11357	1579	2729	676	8430	1022
BATF_+_75988828.23-P1P2	2901	3646	2809	428	1290	1345	708	209	145	286
BATF_-_75988864.23-P1P2	2754	2957	2374	1632	387	448	892	985	49	1182
BATF_-_75988876.23-P1P2	5211	6790	3143	1768	10348	5662	2060	872	28271	1415
BATF_-_75988883.23-P1P2	3860	5205	4576	2721	4032	9987	2521	2830	3406	18509
BATF_-_75988898.23-P1P2	4734	5119	3701	9630	7770	3069	1779	7656	4683	2881
BAZ2A_+_57023850.23-P1	7834	9829	15364	10546	8745	27087	18036	10505	4234	33711
BAZ2A_+_57024085.23-P1	8121	11226	8996	12782	7258	12391	8047	14583	5821	4458
BAZ2A_+_57029894.23-P2	7414	8668	8994	10041	4938	9214	10559	10470	3976	3743
BAZ2A_+_57029964.23-P2	6916	8809	14261	10994	5810	21738	14757	14196	3603	6295
BAZ2A_+_57030124.23-P2	5693	6781	6639	14826	8170	20883	5773	11028	4642	54651
BAZ2A_-_57023996.23-P1	6088	7220	4761	7089	1970	10495	4303	8750	1958	12619
BAZ2A_-_57024000.23-P1	4156	4931	7361	5264	3643	3240	9411	5259	5279	2224
BAZ2A_-_57024103.23-P1	3507	4679	2694	4483	752	3489	1580	2717	224	1821
BAZ2A_-_57030140.23-P2	6093	7473	8907	3506	2902	5451	9814	1783	2169	3683
BAZ2A_-_57030166.23-P2	8486	10601	5473	10115	7821	6558	4468	5592	8472	1609
BAZ2B_-_160471794.23-P1P2	4820	6270	3519	2573	3127	1796	3395	816	1232	334
BAZ2B_-_160472135.23-P1P2	3263	4020	3599	1660	620	462	6070	455	264	51
BAZ2B_-_160472301.23-P1P2	3640	4827	3504	2866	1483	4135	2070	1828	1182	4019
BAZ2B_-_160472590.23-P1P2	5998	6942	7057	7993	3515	6961	6712	8465	2346	2706
BAZ2B_-_160472605.23-P1P2	4570	5709	1242	8667	465	2805	741	8790	93	8256
BBX_+_107241861.23-P1P2	2419	3793	1207	2090	3750	1681	197	1545	2356	559
BBX_+_107241894.23-P1P2	8006	11559	10335	7962	7954	7378	10688	6096	5676	2592
BBX_+_107241904.23-P1P2	4818	5706	3546	2099	1100	3376	2955	596	885	616
BBX_-_107241847.23-P1P2	7003	9005	13294	17383	2376	19562	14215	40187	1030	22004
BBX_-_107241850.23-P1P2	6734	8115	11406	3576	24987	14064	9471	3120	148348	3614
BCCIP_+_127512133.23-P1P2	7094	7277	2038	650	1573	1680	624	44	2033	818
BCCIP_+_127512151.23-P1P2	3073	3344	147	241	153	490	29	19	32	122
BCCIP_+_127512184.23-P1P2	9523	12296	5510	7873	5527	16806	3289	10272	2665	11834
BCCIP_-_127512129.23-P1P2	3222	4176	1850	2076	1419	6307	689	2705	570	1467
BCCIP_-_127512165.23-P1P2	2694	3053	23	12	43	23	4	2	3	1
BCL9L_+_118796568.23-P1P2	2483	3037	1080	672	894	943	336	411	320	233
BCL9L_+_118796587.23-P1P2	2060	2499	961	2762	3963	8076	521	870	1559	13878
BCL9L_+_118796604.23-P1P2	3974	4912	8822	1838	3024	2994	5473	723	2355	1429
BCL9L_+_118796622.23-P1P2	7454	8726	11269	9818	4820	5890	7129	5090	8995	2344
BCL9L_-_118796614.23-P1P2	7520	9291	13660	8636	3833	8586	14863	4742	2172	4142
BCL9_+_147013290.23-P1P2	3426	3958	4699	2249	16968	3389	5915	1082	35455	1336
BCL9_+_147013306.23-P1P2	2369	3572	1072	7198	1832	2056	300	3147	624	1081
BCL9_+_147013327.23-P1P2	1247	1294	2454	544	3971	787	2850	493	3229	141
BCL9_+_147013567.23-P1P2	5301	5904	8195	5397	3335	7327	5744	5285	1618	3229
BCL9_-_147013249.23-P1P2	5388	6919	8968	8604	5681	7986	8137	8342	5234	8055
BCLAF1_+_136610894.23-P1P2	4748	6960	1126	1658	1517	3741	343	658	410	1322
BCLAF1_+_136610935.23-P1P2	1755	1792	259	533	280	362	25	1732	56	402
BCLAF1_+_136610946.23-P1P2	4859	5302	3581	1290	3427	3301	1845	516	3947	2046
BCLAF1_-_136610528.23-P1P2	3814	3378	1916	1253	1063	2200	802	1242	729	988
BCLAF1_-_136610904.23-P1P2	998	991	377	200	153	758	161	45	30	593
BCORL1_+_129116604.23-P1P2	3368	3799	4188	2135	5715	490	2509	891	3386	93
BCORL1_+_129116684.23-P1P2	3182	3779	2267	3243	1475	969	964	5362	546	112
BCORL1_-_129116645.23-P1P2	4992	7179	4633	4683	3705	5208	3643	1963	2534	1034
BCORL1_-_129116753.23-P1P2	4475	4359	6967	2446	2582	4025	5057	1803	1530	1050
BCORL1_-_129116761.23-P1P2	4186	5210	6638	2991	10538	6685	6559	2965	7714	3767
BCOR_+_39957149.23-P1P2	2353	3424	3166	1975	414	10161	1331	1180	82	41811
BCOR_+_39957177.23-P1P2	2072	2261	3592	739	773	1024	2518	655	357	383
BCOR_+_39957197.23-P1P2	5611	6866	5691	2767	3541	5706	6008	1842	3432	6799
BCOR_+_39957212.23-P1P2	1977	2129	2559	3104	4005	741	3561	3833	6466	284
BCOR_-_39957164.23-P1P2	1005	1734	181	2955	961	3588	61	3152	595	2052
BDP1_+_70751690.23-P1P2	1061	1351	0	4	7	12	0	0	1	0
BDP1_+_70751699.23-P1P2	1913	1871	455	79	229	234	249	33	101	99
BDP1_-_70751524.23-P1P2	2320	2037	1107	1195	1126	975	234	1347	576	266
BDP1_-_70751527.23-P1P2	1279	1339	46	893	275	4441	34	760	125	4563
BDP1_-_70751530.23-P1P2	2053	2421	398	336	978	147	270	45	550	10
BHLHE40_+_5021020.23-P1P2	6576	8282	4705	9802	4617	5203	3237	9662	5351	5739
BHLHE40_+_5021168.23-P1P2	6162	7550	4425	8350	6508	6806	2264	8402	3556	2421
BHLHE40_+_5021171.23-P1P2	4858	5717	6709	5661	5509	940	4443	4070	2109	376
BHLHE40_-_5021159.23-P1P2	4687	6188	6193	2843	2531	2401	3387	1600	1766	906
BHLHE40_-_5021200.23-P1P2	6609	8234	7675	5649	6377	13161	6199	6291	4037	4190
BHLHE41_+_26277929.23-P1P2	3389	4103	4977	1942	3764	1667	3642	1603	1639	588
BHLHE41_-_26277780.23-P1P2	4200	5801	4110	2463	9942	6055	3328	2112	14315	1156
BHLHE41_-_26277786.23-P1P2	3849	4835	1722	3719	2298	2698	637	2283	1257	1331
BHLHE41_-_26277796.23-P1P2	6789	8980	13030	3715	43777	3257	9172	1189	250051	1312
BHLHE41_-_26277960.23-P1P2	5167	6713	3752	15837	2276	10282	1937	24700	1291	3789
BICC1_+_60273101.23-P1P2	7197	9212	6953	5277	4772	9229	4008	3053	5583	4911
BICC1_+_60273281.23-P1P2	3203	5730	4438	4760	10760	2269	3408	6671	20520	1829
BICC1_-_60272684.23-P1P2	5083	6102	3549	3211	1613	2107	2294	1793	646	456
BICC1_-_60272936.23-P1P2	5500	6670	5774	3283	2063	4638	4902	2276	1584	1908
BICC1_-_60273245.23-P1P2	5092	5950	293	508	245	223	35	96	13	32
BICD1_+_32259768.23-P1P2	6876	9091	8312	3922	7889	10166	6159	3588	10829	2484
BICD1_+_32259786.23-P1P2	7273	8233	8755	5472	4233	5323	8791	2507	3319	1098
BICD1_-_32259757.23-P1P2	4844	6281	5295	5448	1088	6572	2003	6294	330	8425
BICD1_-_32259794.23-P1P2	6517	7502	5026	6127	6216	5386	3355	2688	3047	17613
BICD1_-_32259901.23-P1P2	1680	2190	1610	3884	2559	5146	1146	2140	1770	3116
BOD1L1_+_13615818.23-P2	3274	4309	1497	4903	497	3108	429	9403	675	3940
BOD1L1_+_13616179.23-P2	3962	5384	2514	2649	7187	3701	3781	2514	10438	1273
BOD1L1_+_13629299.23-P1	5896	7238	5301	4873	5052	4525	4228	5850	1908	1784
BOD1L1_-_13616137.23-P2	2742	2649	1044	9964	1466	4539	520	13175	921	4818
BOD1L1_-_13616144.23-P2	3994	5864	2792	2288	3961	4263	1370	1046	2361	9092
BOD1L1_-_13616170.23-P2	3731	4681	4825	2551	2862	3389	5509	2924	2574	2413
BOD1L1_-_13629247.23-P1	4912	5497	1114	925	927	293	538	342	258	19
BOD1L1_-_13629264.23-P1	3581	5185	3420	2601	254	150	2505	1869	347	28
BOD1L1_-_13629267.23-P1	4529	4618	1972	2136	337	90	1062	341	35	11
BOD1L1_-_13629306.23-P1	3577	4686	5688	1670	1890	2224	4806	735	1400	750
BOP1_+_145512842.23-P2	7061	8332	14782	6654	13758	9685	22084	5592	16675	13313
BOP1_+_145512867.23-P2	7695	8386	1742	3447	3877	13445	916	2512	3256	10726
BOP1_+_145515036.23-P1	2639	3645	659	1208	642	1281	220	766	444	640
BOP1_+_145515072.23-P1	1566	1695	2	0	20	0	0	1	1	2
BOP1_+_145515075.23-P1	2618	2792	67	65	15	163	128	3	9	15
BOP1_+_145515084.23-P1	3174	3333	7	7	88	14	4	5	18	4
BOP1_+_145515090.23-P1	4172	4172	441	258	505	42	57	18	186	6
BOP1_-_145512657.23-P2	4604	5887	2448	2820	7252	2490	2471	1267	2468	364
BOP1_-_145512681.23-P2	5164	6659	7810	7650	11486	26705	10051	7501	6483	27852
BOP1_-_145512830.23-P2	5129	5877	14805	7481	3910	3727	15449	7531	1677	1923
BPNT1_+_220263084.23-P1P2	2601	3474	1358	4276	1738	7688	591	7572	687	8926
BPNT1_+_220263091.23-P1P2	3448	4355	7483	5830	2166	3365	6722	3458	1193	1062
BPNT1_+_220263103.23-P1P2	607	637	73	219	330	585	50	91	170	65
BPNT1_-_220262906.23-P1P2	6110	7027	4199	7997	3956	8750	6145	6768	4790	3172
BPNT1_-_220263119.23-P1P2	3928	5624	4721	3778	419	3488	2975	3834	50	555
BPTF_+_65821701.23-P1P2	5095	5719	6177	801	5327	1531	2836	65	1633	2117
BPTF_+_65821705.23-P1P2	3741	5528	855	2106	536	527	362	571	72	122
BPTF_-_65821635.23-P1P2	3583	4784	1793	663	1430	508	1430	62	909	187
BPTF_-_65821667.23-P1P2	4479	5226	5288	1416	3118	2579	3269	1280	7716	484
BPTF_-_65821672.23-P1P2	4798	5650	643	542	273	809	31	164	100	376
BRAT1_+_2595055.23-P1P2	3965	5472	4440	1876	14512	3498	6912	750	21914	719
BRAT1_+_2595076.23-P1P2	6783	7528	8437	5847	3967	7184	6991	2567	2074	3095
BRAT1_+_2595106.23-P1P2	7228	9585	5523	22495	3296	30878	4444	34061	1371	31751
BRAT1_+_2595119.23-P1P2	4070	5386	3360	2139	878	3549	1806	2578	795	3413
BRAT1_-_2594960.23-P1P2	4582	5613	3661	1655	9362	2605	3347	763	9749	810
BRCA1_+_41277085.23-P1P2	4766	6061	6388	1836	159	204	7216	715	24	23
BRCA1_+_41277132.23-P1P2	2490	3748	1336	389	398	137	412	80	109	13
BRCA1_+_41277361.23-P1P2	5267	5327	100	364	60	17	12	202	3	14
BRCA1_-_41277328.23-P1P2	4795	6165	293	497	13	47	51	99	2	7
