	t0	t0	t1	t1	t2	t2	t3	t3
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
sgId								
0Safe_safe_MP_204550.1347	2252	2126	1330	1972	2385	1113	1966	1399
0Safe_safe_MP_204550.1348	2836	2701	1614	2346	1175	2403	1422	2631
0Safe_safe_MP_204550.1349	2280	1838	1610	1481	2007	1593	1616	1334
0Safe_safe_MP_204550.1350	5160	4623	6155	4650	6060	5789	7592	4168
0Safe_safe_MP_204550.1351	3451	4195	3086	4648	2620	3216	2052	3378
0Safe_safe_MP_204550.1352	1544	1231	589	1612	1017	775	517	639
0Safe_safe_MP_204550.1353	6575	6024	6044	5953	4725	9540	6248	12197
0Safe_safe_MP_204550.1354	7117	4987	6016	4272	5695	3043	7469	2843
0Safe_safe_MP_204550.1355	3521	2969	3098	3087	3124	2754	3402	2117
0Safe_safe_MP_204550.1356	2063	1471	1226	1718	416	1865	706	1521
0Safe_safe_MP_204550.1357	3746	3198	4344	2852	4109	3008	5134	2518
0Safe_safe_MP_204550.1358	1074	763	913	474	954	539	801	433
0Safe_safe_MP_204550.1359	1127	952	1199	1015	2118	939	2880	775
0Safe_safe_MP_204550.1360	2101	1554	2227	1808	2433	1751	2802	1116
0Safe_safe_MP_204550.1361	1821	1790	1784	2313	1821	2720	849	1795
0Safe_safe_MP_204550.1362	1633	1724	2316	1754	4031	2204	3385	2549
0Safe_safe_MP_204550.1363	4319	3455	4439	3339	3528	3072	3401	3566
0Safe_safe_MP_204550.1364	1800	1661	986	1530	713	1671	974	881
0Safe_safe_MP_204550.1365	4072	3659	3233	4605	3569	4677	3847	3673
0Safe_safe_MP_204550.1366	3543	3829	3738	3354	4753	3527	4240	2677
0Safe_safe_MP_204550.1367	4647	3178	4505	2424	4132	1822	5285	1322
0Safe_safe_MP_204550.1368	3563	2311	2356	3351	1431	4649	1188	3662
0Safe_safe_MP_204550.1369	509	611	586	662	607	356	1503	1317
0Safe_safe_MP_204550.1370	3362	2466	5418	3035	3943	4615	2800	5264
0Safe_safe_MP_204550.1371	5434	4793	2827	5466	3177	6014	3055	4318
0Safe_safe_MP_204550.1372	1672	1740	1217	1981	1294	1776	880	1423
0Safe_safe_MP_204550.1373	2350	2050	2242	3245	2223	3024	4019	2512
0Safe_safe_MP_204550.1374	2112	1993	2077	2883	1961	3334	1619	4870
0Safe_safe_MP_204550.1375	45	45	0	0	0	0	0	1
0Safe_safe_MP_204550.1376	1182	853	665	827	323	1103	450	1357
0Safe_safe_MP_204550.1377	2080	1394	2081	1386	1579	1825	1627	1874
0Safe_safe_MP_204550.1378	2784	2102	1954	2695	1626	2237	613	1837
0Safe_safe_MP_204550.1379	4473	4035	3692	3722	2597	3642	2573	4012
0Safe_safe_MP_204550.1380	3233	2326	4009	1932	3691	2057	6064	1481
0Safe_safe_MP_204550.1381	3009	2667	4466	3240	3612	3596	6455	3742
0Safe_safe_MP_204550.1382	439	373	258	618	526	216	421	235
0Safe_safe_MP_204550.1383	4211	3330	3557	5218	5049	3842	6969	3746
0Safe_safe_MP_204550.1384	2794	2113	1797	1955	2510	649	2360	689
0Safe_safe_MP_204550.1385	2432	2275	2609	1951	1401	1711	1968	987
0Safe_safe_MP_204550.1386	1789	1324	1742	1522	641	1721	188	952
0Safe_safe_MP_204550.1387	2288	1949	3045	1684	2530	2450	2343	2384
0Safe_safe_MP_204550.1388	2925	2685	2296	1353	1738	1480	1461	1201
0Safe_safe_MP_204550.1389	2882	2313	3971	2560	3240	2926	2744	2041
0Safe_safe_MP_204550.1390	2868	2239	2571	3058	2277	2515	842	2078
0Safe_safe_MP_204550.1391	6285	5319	5907	3715	5741	2994	8228	1976
0Safe_safe_MP_204550.1392	5585	4976	4234	3908	4998	4116	6763	4061
0Safe_safe_MP_204550.1393	2907	2609	1786	3141	2597	2513	1134	2456
0Safe_safe_MP_204550.1394	9135	7325	10130	8462	11158	7638	10315	7735
0Safe_safe_MP_204550.1395	3222	2384	2027	2054	2292	2457	2033	2808
0Safe_safe_MP_204550.1396	2027	1863	1666	1906	2005	2375	3145	2334
0Safe_safe_MP_204550.1397	1024	723	1304	475	1230	516	1208	697
0Safe_safe_MP_204550.1398	4442	3969	4901	4170	4503	4159	4647	5363
0Safe_safe_MP_204550.1399	3352	2335	3488	2567	2511	1905	3458	2126
0Safe_safe_MP_204550.1400	2642	1871	1171	2422	643	2153	1233	3208
0Safe_safe_MP_204550.1401	3115	3114	3930	3677	5511	3390	7460	3916
0Safe_safe_MP_204550.1402	973	864	766	622	1005	538	802	559
0Safe_safe_MP_204550.1403	1992	1906	2993	1999	3106	1827	4285	2270
0Safe_safe_MP_204550.1404	2663	2339	2250	3276	1533	2251	2047	2144
0Safe_safe_MP_204550.1405	1347	1000	1599	1010	595	955	783	1063
0Safe_safe_MP_204550.1406	4461	4221	3843	3802	2055	2711	2271	2338
0Safe_safe_MP_204550.1407	3447	3347	3054	5639	2556	5452	3342	4368
0Safe_safe_MP_204550.1408	2584	2193	1951	2743	2842	2785	3421	2661
0Safe_safe_MP_204550.1409	2679	2050	2743	1894	2533	1393	6056	1624
0Safe_safe_MP_204550.1410	2819	2040	2206	1799	1200	1193	631	1342
0Safe_safe_MP_204550.1411	3443	2855	3119	2318	2804	2087	3904	2008
0Safe_safe_MP_204550.1412	1746	1290	1893	1042	1967	1272	1416	871
0Safe_safe_MP_204550.1413	1911	1343	478	1646	1051	1195	1345	1367
0Safe_safe_MP_204550.1414	2285	2706	1990	1581	1103	1114	687	1014
0Safe_safe_MP_204550.1415	3219	2463	1798	2798	974	2326	946	1813
0Safe_safe_MP_204550.1416	5601	5116	5721	6205	5644	6186	7102	5745
0Safe_safe_MP_204550.1417	3989	3383	3648	2569	1948	2371	1136	1767
0Safe_safe_MP_204550.1418	3388	2672	2167	3473	1771	4003	2033	3869
0Safe_safe_MP_204550.1419	3999	3214	3034	3126	3019	3446	3590	4039
0Safe_safe_MP_204550.1420	1694	1581	1412	1031	892	846	134	678
0Safe_safe_MP_204550.1421	1256	1154	639	1277	1367	734	1303	1068
0Safe_safe_MP_204550.1422	3062	2812	1928	3330	1803	2643	2079	1473
0Safe_safe_MP_204550.1423	2567	2372	2559	1883	2851	1228	2545	2299
0Safe_safe_MP_204550.1424	6793	6804	6667	7291	8621	5416	9583	5007
0Safe_safe_MP_204550.1425	50	15	14	26	9	11	9	24
0Safe_safe_MP_204550.1426	2850	2991	3332	3183	2472	4435	2152	2956
0Safe_safe_MP_204550.1427	2218	1777	2087	1225	1900	912	1831	1199
0Safe_safe_MP_204550.1428	2651	2385	1523	2462	1153	2349	1650	2133
0Safe_safe_MP_204550.1429	3016	2205	1592	1946	1084	1232	1314	1201
0Safe_safe_MP_204550.1430	1627	1081	1737	1264	2256	1034	3303	448
0Safe_safe_MP_204550.1431	3948	3985	5193	3066	5169	3411	3363	2676
0Safe_safe_MP_204550.1432	4288	3052	3223	4213	2632	3616	4055	3437
0Safe_safe_MP_204550.1433	4483	3883	2934	4631	2959	3801	2401	4024
0Safe_safe_MP_204550.1434	3223	2317	2859	2172	2737	1694	3180	717
0Safe_safe_MP_204550.1435	4183	3079	4832	4624	5958	3864	6856	3503
0Safe_safe_MP_204550.1436	1305	1301	746	1479	153	2659	150	2808
0Safe_safe_MP_204550.1437	2721	2180	1734	2128	1985	2654	870	1786
0Safe_safe_MP_204550.1438	5134	4740	5553	4343	5059	3509	4823	3980
0Safe_safe_MP_204550.1439	2594	2007	2194	2348	1764	2157	1717	2698
0Safe_safe_MP_204550.1440	3956	3533	4129	3453	3800	3948	4599	2873
0Safe_safe_MP_204550.1441	1052	1236	884	1460	521	2613	374	3672
0Safe_safe_MP_204550.1442	2105	1603	1624	952	2366	1840	2475	2838
0Safe_safe_MP_204550.1443	1310	1394	596	1034	493	641	291	684
0Safe_safe_MP_204550.1444	3203	2617	2676	2425	2319	1882	1251	459
0Safe_safe_MP_204550.1445	1696	1602	522	1485	195	1250	65	1391
0Safe_safe_MP_204550.1446	4453	3677	2414	4492	3883	4100	4431	3145
0Safe_safe_MP_204550.1447	2307	2616	1690	2877	1545	2520	567	2809
0Safe_safe_MP_204550.1448	671	1037	97	736	108	803	47	802
0Safe_safe_MP_204550.1449	2482	2045	1530	2094	1251	1749	1373	1505
0Safe_safe_MP_204550.1450	8947	7570	6985	8251	5873	8213	5982	6700
0Safe_safe_MP_204550.1451	3598	3466	2940	3628	3290	4135	6222	3410
0Safe_safe_MP_204550.1452	2022	1580	3027	1801	1794	1163	1238	606
0Safe_safe_MP_204550.1453	4413	4236	5357	3072	7092	3237	7652	2739
0Safe_safe_MP_204550.1454	807	458	553	386	539	925	564	1590
0Safe_safe_MP_204550.1455	4066	2997	5477	3660	6480	4466	7148	4234
0Safe_safe_MP_204550.1456	2165	1889	1918	2728	1655	2736	2468	2667
0Safe_safe_MP_204550.1457	2642	1858	2571	1846	1708	2559	2081	1247
0Safe_safe_MP_204550.1458	2466	1022	2496	1263	2164	1604	1062	866
0Safe_safe_MP_204550.1459	3958	3323	3545	3853	2917	4510	3222	3183
0Safe_safe_MP_204550.1460	2212	1861	1770	1589	1625	1482	3066	839
0Safe_safe_MP_204550.1461	2138	2134	1449	2318	1187	1268	905	1030
0Safe_safe_MP_204550.1462	8131	6868	9026	7359	8940	6898	12714	6431
0Safe_safe_MP_204550.1463	1924	1680	885	1593	1119	1714	1331	1134
0Safe_safe_MP_204550.1464	6663	5815	6865	7097	6106	7108	5752	6181
0Safe_safe_MP_204550.1465	2536	2034	2288	1639	2029	1116	2613	490
0Safe_safe_MP_204550.1466	1494	1309	1644	1974	1743	4055	1538	5392
0Safe_safe_MP_204550.1467	3066	2496	2036	2872	2534	3504	2264	2149
0Safe_safe_MP_204550.1468	3392	2610	5238	2852	6655	2755	8175	3653
0Safe_safe_MP_204550.1469	2921	2814	1963	3996	2223	2485	2094	2392
0Safe_safe_MP_204550.1470	3173	2480	2688	2286	2426	1535	2882	765
0Safe_safe_MP_204550.1471	6147	4411	6338	4039	3849	4158	5884	3098
0Safe_safe_MP_204550.1472	3232	2633	4146	3012	4719	2275	4269	1844
0Safe_safe_MP_204550.1473	5888	4658	3747	4621	4524	3281	3841	2520
0Safe_safe_MP_204550.1474	1966	1519	1970	1287	2225	2555	1764	2449
0Safe_safe_MP_204550.1475	4885	3545	2956	5029	2921	4460	1961	3432
0Safe_safe_MP_204550.1476	3660	3776	2994	3111	2830	3891	1600	1874
0Safe_safe_MP_204550.1477	2047	1518	1110	1501	830	2124	968	1906
0Safe_safe_MP_204550.1478	1467	1242	1265	315	284	653	187	942
0Safe_safe_MP_204550.1479	1608	1341	1565	1737	929	2413	1648	1146
0Safe_safe_MP_204550.1480	3551	3126	2612	3272	3140	2593	2200	1988
0Safe_safe_MP_204550.1481	1609	1390	935	1233	1720	564	2063	730
0Safe_safe_MP_204550.1482	3174	2928	2932	2775	3713	2121	2949	2800
0Safe_safe_MP_204550.1483	3861	3638	3962	2912	4263	1864	3220	1690
0Safe_safe_MP_204550.1484	493	446	684	449	638	381	370	203
0Safe_safe_MP_204550.1485	916	591	929	875	615	673	780	191
0Safe_safe_MP_204550.1486	4685	4176	5128	4696	5008	4923	6076	2804
0Safe_safe_MP_204550.1487	5629	4734	5161	4735	5175	4938	7733	4954
0Safe_safe_MP_204550.1488	4722	4248	3899	3497	2459	4050	1417	3879
0Safe_safe_MP_204550.1489	2876	1941	1926	1445	1395	827	947	350
0Safe_safe_MP_204550.1490	5767	4899	3880	5097	4628	5062	4131	7129
0Safe_safe_MP_204550.1491	2808	2061	3035	2410	2244	1407	3205	843
0Safe_safe_MP_204550.1492	3772	2560	3734	2395	3450	1472	3366	1635
0Safe_safe_MP_204550.1493	2262	2213	2000	2346	3159	2191	1656	2805
0Safe_safe_MP_204550.1494	2147	1816	2233	1596	2294	1283	5443	707
0Safe_safe_MP_204550.1495	1780	1253	1020	918	1905	1300	3189	447
0Safe_safe_MP_204550.1496	3171	2290	2765	2192	2770	1369	2620	1300
0Safe_safe_MP_204550.1497	1211	953	838	1177	1172	566	1267	1012
0Safe_safe_MP_204550.1498	3156	2821	2349	4635	2082	3368	2645	4975
0Safe_safe_MP_204550.1499	1869	1640	1617	2643	1804	2258	1920	1354
0Safe_safe_MP_204550.1500	3919	3055	3772	2310	2655	2827	2398	2041
0Safe_safe_MP_204550.751	2454	1922	3047	3188	2617	4397	2022	4636
0Safe_safe_MP_204550.752	2734	1465	2793	1670	3198	1665	4309	972
0Safe_safe_MP_204550.753	7150	6340	7666	6043	5808	4975	5231	3502
0Safe_safe_MP_204550.754	1452	1036	1568	910	1925	1154	1247	1370
0Safe_safe_MP_204550.755	2327	2063	1311	2861	1431	3355	879	2220
0Safe_safe_MP_204550.756	1943	1201	1253	917	1303	800	2057	646
0Safe_safe_MP_204550.757	2725	2558	2043	2448	1374	3244	1813	3033
0Safe_safe_MP_204550.758	2419	2259	1037	2079	874	2414	890	2576
0Safe_safe_MP_204550.759	1482	1785	2645	1371	1075	1209	925	1446
0Safe_safe_MP_204550.760	5426	4110	5121	3841	5139	3601	6670	2808
0Safe_safe_MP_204550.761	1678	1290	1628	1909	1954	1488	2038	3396
0Safe_safe_MP_204550.762	3144	2682	2776	2050	3051	1782	5642	1499
0Safe_safe_MP_204550.763	3221	2800	5742	2272	4489	1952	3813	1580
0Safe_safe_MP_204550.764	2118	1463	1606	1163	845	1448	428	1709
0Safe_safe_MP_204550.765	2036	1910	1251	1773	1139	1466	1204	1833
0Safe_safe_MP_204550.766	733	427	1286	434	1383	525	1875	108
0Safe_safe_MP_204550.767	3479	3047	5136	2843	5510	3141	4605	1448
0Safe_safe_MP_204550.768	4608	3345	3606	2888	3984	2288	4729	1814
0Safe_safe_MP_204550.769	5810	5010	2739	5772	3791	6852	4845	5932
0Safe_safe_MP_204550.770	2320	1844	2273	1969	2539	1910	3642	2226
0Safe_safe_MP_204550.771	3248	2469	2661	2449	2064	1782	1488	1214
0Safe_safe_MP_204550.772	3901	3614	3357	3508	3700	2830	3769	1802
0Safe_safe_MP_204550.773	3462	2713	3082	1972	2971	1816	2693	1013
0Safe_safe_MP_204550.774	1106	758	256	563	383	249	198	99
0Safe_safe_MP_204550.775	1802	1505	600	803	971	503	507	398
0Safe_safe_MP_204550.776	3297	3544	2191	4436	2227	4510	1805	3527
0Safe_safe_MP_204550.777	2491	2153	4228	2937	4649	2670	3841	2228
0Safe_safe_MP_204550.778	3386	2516	3082	2207	2944	1488	2604	588
0Safe_safe_MP_204550.779	1411	1287	641	1763	833	2350	838	2115
0Safe_safe_MP_204550.780	2037	1572	1422	2854	695	4251	357	2929
0Safe_safe_MP_204550.781	2843	2488	2620	2033	1087	1941	288	1046
0Safe_safe_MP_204550.782	2300	1990	2717	2732	2904	2795	3842	2946
0Safe_safe_MP_204550.783	4234	3341	3364	3620	3265	2830	2147	1613
0Safe_safe_MP_204550.784	4169	2957	3367	2984	3702	2481	4338	2663
0Safe_safe_MP_204550.785	4426	3994	3520	4202	3188	2582	4096	2273
0Safe_safe_MP_204550.786	1533	1295	1446	935	1220	1028	1969	1007
0Safe_safe_MP_204550.787	3113	2329	2159	3012	2681	2770	3449	3304
0Safe_safe_MP_204550.788	1450	1258	1430	1044	1555	873	1227	901
0Safe_safe_MP_204550.789	843	728	763	794	1147	732	780	2488
0Safe_safe_MP_204550.790	1149	772	2501	386	1943	225	1793	167
0Safe_safe_MP_204550.791	1670	2061	1647	2177	3720	1979	7098	2069
0Safe_safe_MP_204550.792	2424	1327	1746	1051	1703	1117	1426	1270
0Safe_safe_MP_204550.793	2549	2449	3311	2028	3367	1285	2608	1041
0Safe_safe_MP_204550.794	968	470	1367	479	935	240	716	116
0Safe_safe_MP_204550.795	2405	2144	974	2203	1048	1950	1137	1267
0Safe_safe_MP_204550.796	4130	3450	3053	3031	3242	2114	4211	2154
0Safe_safe_MP_204550.797	3845	2792	3799	3290	3526	3465	2806	2844
0Safe_safe_MP_204550.798	2937	3001	1917	2499	2053	3269	3500	3141
0Safe_safe_MP_204550.799	2003	2123	1648	1536	733	1038	1156	1693
0Safe_safe_MP_204550.800	2720	2366	2718	2980	2586	3624	2350	3111
0Safe_safe_MP_204550.801	2978	2356	1594	2618	1610	1571	1191	1269
0Safe_safe_MP_204550.802	1111	1210	1106	1096	520	924	939	426
0Safe_safe_MP_204550.803	3321	2776	2497	3625	1989	3198	2101	3222
0Safe_safe_MP_204550.804	1385	1082	1111	946	1916	831	1216	1016
0Safe_safe_MP_204550.805	1830	1971	1956	1608	1134	1845	815	2049
0Safe_safe_MP_204550.806	2024	2150	2257	2453	1669	2095	1937	2132
0Safe_safe_MP_204550.807	1593	1607	965	2135	1592	1840	2710	2383
0Safe_safe_MP_204550.808	4024	3513	2415	4253	2349	4223	2159	3455
0Safe_safe_MP_204550.809	313	39	83	50	90	67	0	4
0Safe_safe_MP_204550.810	1546	1539	693	1879	305	1913	413	1970
0Safe_safe_MP_204550.811	3512	3090	3377	2132	3398	1901	4327	2027
0Safe_safe_MP_204550.812	4619	3736	6235	3427	6763	3815	11034	4629
0Safe_safe_MP_204550.813	2861	2834	3495	3623	5560	3212	6566	2186
0Safe_safe_MP_204550.814	1707	1017	1021	958	1404	717	1709	810
0Safe_safe_MP_204550.815	2469	2024	2805	2882	2542	3061	2461	1980
0Safe_safe_MP_204550.816	1532	1579	1890	897	2346	890	1792	1465
0Safe_safe_MP_204550.817	2192	1496	3763	1542	2251	1017	2937	1042
0Safe_safe_MP_204550.818	1390	1353	1184	818	461	894	302	972
0Safe_safe_MP_204550.819	4710	4405	4439	6093	3860	9594	4545	9877
0Safe_safe_MP_204550.820	2391	2294	2643	1367	2489	1159	2973	936
0Safe_safe_MP_204550.821	5825	4666	4574	4716	3292	5480	4631	5213
0Safe_safe_MP_204550.822	5301	5367	4148	6577	3754	6454	3699	4407
0Safe_safe_MP_204550.823	3830	3199	3450	2441	3383	2499	3624	3069
0Safe_safe_MP_204550.824	4434	4411	3011	4709	2077	6106	2605	5783
0Safe_safe_MP_204550.825	1273	1085	1098	922	1468	588	1280	576
0Safe_safe_MP_204550.826	3249	2598	1992	3158	1598	3284	2832	3745
0Safe_safe_MP_204550.827	4391	3453	3853	2916	6375	2441	8987	2556
0Safe_safe_MP_204550.828	3848	3715	2478	3344	1673	5894	716	3825
0Safe_safe_MP_204550.829	4016	3751	3213	3559	3198	2975	2546	3534
0Safe_safe_MP_204550.830	2266	1909	1620	2775	1896	2266	853	3907
0Safe_safe_MP_204550.831	4287	3265	4442	3434	4214	2516	4415	2758
0Safe_safe_MP_204550.832	3243	2680	2484	2689	1688	2144	1174	2364
0Safe_safe_MP_204550.833	2990	3217	2621	2895	2279	3678	1137	1676
0Safe_safe_MP_204550.834	2459	2051	1875	2402	1466	3136	2178	3662
0Safe_safe_MP_204550.835	5773	5369	6923	4158	7487	2940	7896	2691
0Safe_safe_MP_204550.836	3732	3262	2990	2876	2559	4235	3221	4606
0Safe_safe_MP_204550.837	1141	887	520	510	346	423	452	161
0Safe_safe_MP_204550.838	2082	1981	2103	2466	1314	2732	1118	5540
0Safe_safe_MP_204550.839	4333	3361	3458	2239	3409	1780	3640	1021
0Safe_safe_MP_204550.840	2767	2125	2821	2059	2293	2131	3511	2041
0Safe_safe_MP_204550.841	2517	1815	1571	2458	2203	2109	2576	1236
0Safe_safe_MP_204550.842	1217	908	393	937	559	1123	499	686
0Safe_safe_MP_204550.843	5055	4656	4797	4618	6015	4675	7739	4165
0Safe_safe_MP_204550.844	4817	4835	4341	6178	3604	7057	4212	5952
0Safe_safe_MP_204550.845	7752	6054	7579	5867	7088	5652	7909	6312
0Safe_safe_MP_204550.846	2211	2354	1641	1892	1157	1358	915	1848
0Safe_safe_MP_204550.847	3035	2594	3247	2679	3061	2106	3819	1431
0Safe_safe_MP_204550.848	2897	1786	1699	1350	1135	1016	362	793
0Safe_safe_MP_204550.849	6446	5167	7932	4600	9303	4567	8561	4832
0Safe_safe_MP_204550.850	4063	3122	2223	3145	1449	3052	1654	2146
0Safe_safe_MP_204550.851	2756	2200	2938	1637	2660	1820	2785	1717
0Safe_safe_MP_204550.852	3951	3027	4788	2116	4609	1861	4504	2193
0Safe_safe_MP_204550.853	3466	2644	2320	2357	2642	2846	2802	1724
0Safe_safe_MP_204550.854	1743	1331	1966	1468	1173	1612	715	1515
0Safe_safe_MP_204550.855	3720	2981	2263	4112	2155	3055	3504	2480
0Safe_safe_MP_204550.856	5	3	5	0	0	8	0	9
0Safe_safe_MP_204550.857	3426	2431	2861	2742	4153	2628	3172	2742
0Safe_safe_MP_204550.858	8677	7733	6545	8389	5858	7722	5192	8716
0Safe_safe_MP_204550.859	1934	2038	2138	2700	1889	2355	2302	1306
0Safe_safe_MP_204550.860	4475	3202	6309	3423	8084	3393	8732	2929
0Safe_safe_MP_204550.861	1760	1536	1692	1916	2572	1637	4855	1794
0Safe_safe_MP_204550.862	2062	1556	3179	2309	4835	2396	5782	2350
0Safe_safe_MP_204550.863	2493	1749	2260	1518	2390	1039	2676	561
0Safe_safe_MP_204550.864	1433	1291	799	1148	754	888	1274	407
0Safe_safe_MP_204550.865	4128	2797	3219	2457	2622	1736	4339	896
0Safe_safe_MP_204550.866	2096	1918	1839	2117	2783	1482	2480	806
0Safe_safe_MP_204550.867	1511	1582	584	3006	599	2772	643	3537
0Safe_safe_MP_204550.868	1198	1415	1304	2104	2432	1540	1862	2178
0Safe_safe_MP_204550.869	2662	2272	2058	3258	1077	2065	1289	1447
0Safe_safe_MP_204550.870	2654	1904	1467	2064	1842	1417	2196	1064
0Safe_safe_MP_204550.871	3194	3027	2615	2281	1783	1761	1129	1220
0Safe_safe_MP_204550.872	1584	1164	1514	638	1222	867	987	1392
0Safe_safe_MP_204550.873	2416	1721	1155	1515	770	925	278	1160
0Safe_safe_MP_204550.874	1974	2270	2233	2265	2058	2106	2600	1524
0Safe_safe_MP_204550.875	2001	1555	1260	1103	1555	457	835	298
0Safe_safe_MP_204550.876	4529	3628	4711	3567	5116	3198	6715	2176
0Safe_safe_MP_204550.877	2709	2159	1884	1325	1884	1366	2011	866
0Safe_safe_MP_204550.878	5794	5184	5555	5711	6067	6984	7210	6162
0Safe_safe_MP_204550.879	1761	1401	1643	1851	916	1962	577	2424
0Safe_safe_MP_204550.880	4747	4633	5433	5587	4911	3883	4841	3731
0Safe_safe_MP_204550.881	6669	5049	4584	4189	4993	4256	4320	3871
0Safe_safe_MP_204550.882	2192	1613	1899	1764	3300	2048	4437	1087
0Safe_safe_MP_204550.883	2385	2295	2037	1450	2326	1519	2377	1333
0Safe_safe_MP_204550.884	5514	4739	4249	4397	4445	5481	5210	6184
0Safe_safe_MP_204550.885	3417	2623	3824	2238	2214	3433	1467	3219
0Safe_safe_MP_204550.886	1559	1235	937	613	976	399	508	410
0Safe_safe_MP_204550.887	2619	2635	2345	1779	2343	1379	1812	1165
0Safe_safe_MP_204550.888	3060	2405	3032	3037	2934	2655	3148	3644
0Safe_safe_MP_204550.889	8818	5809	6029	5054	7410	4531	7844	4095
0Safe_safe_MP_204550.890	2751	2890	1560	2974	1343	3534	1025	2100
0Safe_safe_MP_204550.891	2280	1888	3063	2336	2893	1569	3169	3217
0Safe_safe_MP_204550.892	5817	5368	5347	5348	7566	4349	8010	3403
0Safe_safe_MP_204550.893	3076	2348	4445	2690	3428	2738	3041	3833
0Safe_safe_MP_204550.894	1563	1833	1895	1369	1599	2332	983	2738
0Safe_safe_MP_204550.895	1296	882	459	1146	363	999	88	874
0Safe_safe_MP_204550.896	1313	1276	1851	696	1333	857	1764	1358
0Safe_safe_MP_204550.897	4267	3211	4334	3160	4695	2951	7991	4070
0Safe_safe_MP_204550.898	1964	1622	1405	1882	986	1602	934	2161
0Safe_safe_MP_204550.899	2618	2982	1672	3968	2026	4072	1964	3911
0Safe_safe_MP_204550.900	3536	3468	4107	2738	5487	2238	10919	1010
0Safe_safe_MP_204550.901	4088	2717	2798	2852	2788	2424	3739	2251
0Safe_safe_MP_204550.902	5265	4286	6205	4684	3515	4890	3157	3845
0Safe_safe_MP_204550.903	2217	2345	3337	2485	5007	2957	8012	3924
0Safe_safe_MP_204550.904	2861	2602	2952	2432	3245	1724	2143	653
0Safe_safe_MP_204550.905	2813	1872	2359	2603	1816	2179	2075	1291
0Safe_safe_MP_204550.906	3659	2492	2144	3517	2462	3334	3308	2848
0Safe_safe_MP_204550.907	2112	2088	2659	2196	3244	1415	2888	911
0Safe_safe_MP_204550.908	4493	4137	4877	2782	7021	2866	6475	3084
0Safe_safe_MP_204550.909	2529	2320	1768	2142	2258	2005	2726	2276
0Safe_safe_MP_204550.910	1886	1347	1587	2026	1688	2356	1370	2299
0Safe_safe_MP_204550.911	4237	3838	4260	4766	4711	3296	6443	4096
0Safe_safe_MP_204550.912	3327	3063	4156	3076	3841	3735	4601	4838
0Safe_safe_MP_204550.913	2864	2767	3048	1950	4917	1514	3920	1166
0Safe_safe_MP_204550.914	2679	2166	3413	4060	3428	4006	6277	5664
0Safe_safe_MP_204550.915	1291	1302	970	950	599	723	997	358
0Safe_safe_MP_204550.916	1021	1016	509	1088	266	1053	280	882
0Safe_safe_MP_204550.917	1078	897	1068	617	1148	1037	949	1084
0Safe_safe_MP_204550.918	2146	1436	1534	1533	770	1414	444	3299
0Safe_safe_MP_204550.919	3957	2972	4637	4499	5473	4353	6202	4519
0Safe_safe_MP_204550.920	3341	3206	2537	2951	2208	2528	1631	2765
0Safe_safe_MP_204550.921	2794	2120	2499	2457	2165	2469	1467	2086
0Safe_safe_MP_204550.922	3754	3727	3580	3827	2628	2416	2184	2252
0Safe_safe_MP_204550.923	38	71	30	288	1	544	2	495
0Safe_safe_MP_204550.924	2073	1746	2059	1373	1152	1186	1664	1134
0Safe_safe_MP_204550.925	2362	2112	2476	2923	1564	3727	1398	5290
0Safe_safe_MP_204550.926	2852	2478	3283	1990	3888	1780	3723	1241
0Safe_safe_MP_204550.927	3760	3433	3637	3072	3772	3011	5993	2606
0Safe_safe_MP_204550.928	3399	2875	3455	3959	3364	3974	4852	3506
0Safe_safe_MP_204550.929	4766	3613	4513	3863	3483	4529	3529	3422
0Safe_safe_MP_204550.930	3633	2679	2175	3569	3781	3704	5387	4046
0Safe_safe_MP_204550.931	2041	1606	1275	1388	870	1314	812	1022
0Safe_safe_MP_204550.932	102	30	129	3	50	0	19	0
0Safe_safe_MP_204550.933	4780	4484	5062	3442	5559	2411	5989	1910
0Safe_safe_MP_204550.934	2136	1597	2830	2622	2950	2091	2824	1462
0Safe_safe_MP_204550.935	659	532	628	283	481	85	305	38
0Safe_safe_MP_204550.936	597	693	551	501	304	511	200	499
0Safe_safe_MP_204550.937	1061	942	1336	549	2844	296	3000	212
0Safe_safe_MP_204550.938	2942	2390	2394	1906	1437	1573	951	1328
0Safe_safe_MP_204550.939	4617	4529	3635	5735	2826	5974	2937	8268
0Safe_safe_MP_204550.940	23	0	0	0	5	0	0	0
0Safe_safe_MP_204550.941	2974	2692	4092	3532	6228	2774	3992	2693
0Safe_safe_MP_204550.942	2148	1641	1615	2651	1286	3552	1585	2476
0Safe_safe_MP_204550.943	4992	4385	4824	2869	5156	2300	4524	1983
0Safe_safe_MP_204550.944	1766	1763	620	1820	1020	1177	1383	1134
0Safe_safe_MP_204550.945	1142	962	503	924	668	1431	612	2174
0Safe_safe_MP_204550.946	4670	3647	4054	3286	4962	3940	4431	5492
0Safe_safe_MP_204550.947	19	9	8	14	0	21	0	15
0Safe_safe_MP_204550.948	3886	3314	1981	4178	1569	4539	1081	3528
0Safe_safe_MP_204550.949	4521	4677	4957	6138	3912	5889	5298	7309
