	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg
gene																																																			
pseudo_945	pseudo_transcript_0	0.7476941895070257	0.01170024837386662	10.0	10.0	pseudo_transcript_0	0.44235259612563305	-0.09827103940914521	10.0	10.0	pseudo_transcript_0	0.7919600173838852	-0.1068604683108846	0.41728000000000004	0.2688892057307366	10.0	10.0	pseudo_transcript_0	0.1497731883566901	0.03442239884205949	10.0	10.0	pseudo_transcript_0	0.48898912839659037	-0.09769038554102533	10.0	10.0	pseudo_transcript_0	0.5942861289781811	0.018422591326022513	0.62051	0.26826184449966795	10.0	10.0	pseudo_transcript_0	0.0916911817841232	0.06768699798417527	10.0	10.0	pseudo_transcript_0	0.6101576897446868	-0.06424638914877207	10.0	10.0	pseudo_transcript_0	0.47447581023206054	0.03655576658047693	0.7548533333333333	0.270146948173855	10.0	10.0
pseudo_946	pseudo_transcript_0	0.47858636513047204	0.17412912366772704	10.0	10.0	pseudo_transcript_0	0.16484149807322668	-0.10750484179620547	10.0	10.0	pseudo_transcript_0	0.91049600508598	-0.01928811654790558	0.53706	0.866996410753158	10.0	10.0	pseudo_transcript_0	0.5294696451613954	0.025669281049392024	10.0	10.0	pseudo_transcript_0	0.7462562840701514	0.03943269332268084	10.0	10.0	pseudo_transcript_0	0.5040134137959702	0.03454595834094016	0.6679266666666667	0.866996410753158	10.0	10.0	pseudo_transcript_0	0.7283043397745846	-0.09380267189608586	10.0	10.0	pseudo_transcript_0	0.9818041682053642	-0.04699461795451887	10.0	10.0	pseudo_transcript_0	0.5790359577932912	-0.08274467111125323	0.9612766666666667	0.8681373691911691	10.0	10.0
pseudo_947	pseudo_transcript_0	0.9351745386090531	0.13403105680530106	10.0	10.0	pseudo_transcript_0	0.4319633743495027	-0.09216267914783564	10.0	10.0	pseudo_transcript_0	0.9982413241723187	-0.14107140978578503	0.22259000000000004	0.9797558662249317	10.0	10.0	pseudo_transcript_0	0.6255940459682141	0.09095412732496272	10.0	10.0	pseudo_transcript_0	0.7753184430525382	-0.15580351710175874	10.0	10.0	pseudo_transcript_0	0.9982365931179608	-0.11283811616450358	0.5116733333333333	0.9797558662249317	10.0	10.0	pseudo_transcript_0	0.6637199171985015	-0.013546113872636096	10.0	10.0	pseudo_transcript_0	0.4376450143090268	-0.11943250811505174	10.0	10.0	pseudo_transcript_0	0.8012159655156148	0.0009440332779725539	0.8677966666666667	0.9809124464770457	10.0	10.0
pseudo_948	pseudo_transcript_0	0.9596758365819346	-0.06179073054882959	10.0	10.0	pseudo_transcript_0	0.147709226286865	-0.20893608432830854	10.0	10.0	pseudo_transcript_0	0.24065313087106277	-0.04924561095427771	0.5081933333333334	0.04902506754783878	10.0	10.0	pseudo_transcript_0	0.8446815667229877	0.06234018573316977	10.0	10.0	pseudo_transcript_0	0.08720123261122927	-0.20151756865729212	10.0	10.0	pseudo_transcript_0	0.21502397513675098	-0.092673585239761	0.81259	0.04902506754783878	10.0	10.0	pseudo_transcript_0	0.6328332330976234	0.0433400677154575	10.0	10.0	pseudo_transcript_0	0.051307255434188404	-0.1810039955515873	10.0	10.0	pseudo_transcript_0	0.2487438220891548	-0.08237406422135779	1.15367	0.04902506754783878	10.0	10.0
pseudo_949	pseudo_transcript_0	0.32506857027104874	-0.14816757706941167	10.0	10.0	pseudo_transcript_0	0.8412371830142021	0.13861060758738333	10.0	10.0	pseudo_transcript_0	0.39609978170802296	-0.06564269434290647	0.03845333333333334	0.35453727583603023	10.0	10.0	pseudo_transcript_0	0.2019642978917	-0.10901295836408693	10.0	10.0	pseudo_transcript_0	0.5685986415822959	0.14335633129307498	10.0	10.0	pseudo_transcript_0	0.44051342430441676	0.028028194078001143	0.10405666666666673	0.3537841141567718	10.0	10.0	pseudo_transcript_0	0.10946027115957825	-0.10066697291616684	10.0	10.0	pseudo_transcript_0	0.7091440069476831	0.12032914008494226	10.0	10.0	pseudo_transcript_0	0.5449818544743938	-0.027589845283164386	-0.3271300000000001	0.35453727583603023	10.0	10.0
pseudo_95	pseudo_transcript_0	0.8979092368489802	-0.07627227749500913	9.0	9.0	pseudo_transcript_0	0.01731817578290422	0.15351612438156415	9.0	9.0	pseudo_transcript_0	0.14857849357659286	0.05034128971257249	0.5056	0.14444845548103952	9.0	9.0	pseudo_transcript_0	0.9352317900864543	-0.156080179330267	9.0	9.0	pseudo_transcript_0	0.13144716959446784	0.039981331033371925	9.0	9.0	pseudo_transcript_0	0.5434069415246914	0.012750206727342575	0.7022233333333333	0.14444845548103952	9.0	9.0	pseudo_transcript_0	0.800164921950923	-0.055381045676847894	9.0	9.0	pseudo_transcript_0	0.4747821097596767	0.09818803972151358	9.0	9.0	pseudo_transcript_0	0.48959309137674856	-0.02196171465195217	1.3879000000000001	0.14444845548103952	9.0	9.0
pseudo_950	pseudo_transcript_0	0.29843972752433967	0.16895175660230208	10.0	10.0	pseudo_transcript_0	0.05943254126334203	-0.12925534262980154	10.0	10.0	pseudo_transcript_0	0.6524318223262922	0.053549536245061695	0.39529333333333333	0.7868334574102639	10.0	10.0	pseudo_transcript_0	0.6581667393649153	0.10081600669502024	10.0	10.0	pseudo_transcript_0	0.14244469060298726	-0.11590930553148043	10.0	10.0	pseudo_transcript_0	0.6283767128165993	0.02585864045645292	0.6462533333333335	0.787949068610645	10.0	10.0	pseudo_transcript_0	0.42675502506014773	-0.019408625927162564	10.0	10.0	pseudo_transcript_0	0.4272925485392087	-0.10838688095100786	10.0	10.0	pseudo_transcript_0	0.9958519225467285	-0.020268479304322056	1.0087433333333333	0.7857182835727088	10.0	10.0
pseudo_951	pseudo_transcript_0	0.5191823201244274	-0.0729998792176529	9.0	9.0	pseudo_transcript_0	0.21091501457516637	-0.16644484018192687	8.0	8.0	pseudo_transcript_0	0.0900256896307261	-0.11412608210115827	0.5487033333333333	0.46623139949956394	8.0	8.0	pseudo_transcript_0	0.02856113133432771	-0.20401274702515507	9.0	9.0	pseudo_transcript_0	0.861105759697568	-0.21410464017519604	8.0	8.0	pseudo_transcript_0	0.13312641531813196	-0.16328623088995378	0.7213766666666667	0.46623139949956394	8.0	8.0	pseudo_transcript_0	0.25698219995365446	-0.19244239992837384	8.0	8.0	pseudo_transcript_0	0.8620304052635045	-0.03570213517383911	8.0	8.0	pseudo_transcript_0	0.4557663697292439	-0.07025779240349221	0.5722666666666667	0.46623139949956394	8.0	8.0
pseudo_952	pseudo_transcript_0	0.7026338361446337	-0.08843881834192706	10.0	10.0	pseudo_transcript_0	0.9048002244349793	-0.04090120430961261	10.0	10.0	pseudo_transcript_0	0.6866804393957239	0.003929505058209858	-0.12096666666666667	0.9520162909003969	10.0	10.0	pseudo_transcript_0	0.5715881410213894	-0.06648177619904522	10.0	10.0	pseudo_transcript_0	0.06541330004244739	-0.1833997438723319	10.0	10.0	pseudo_transcript_0	0.09935240217488317	-0.06531489053926623	-0.3613133333333332	0.9508615026418382	10.0	10.0	pseudo_transcript_0	0.9864080620294393	0.012963465759815154	10.0	10.0	pseudo_transcript_0	0.22618445418911504	-0.05509759068841524	10.0	10.0	pseudo_transcript_0	0.48092356846781015	-0.0450829349445804	0.7854266666666666	0.9520162909003969	10.0	10.0
pseudo_953	pseudo_transcript_0	0.5290609971386206	-0.10273227534479955	10.0	10.0	pseudo_transcript_0	0.5170541076390056	-0.03655066647853988	10.0	10.0	pseudo_transcript_0	0.39773770095591143	-0.1260756045888902	0.37809333333333334	0.5702559449512214	10.0	10.0	pseudo_transcript_0	0.3726636727355559	-0.04847425014898917	10.0	10.0	pseudo_transcript_0	0.3137300843226505	-0.05286158098976911	10.0	10.0	pseudo_transcript_0	0.18999563922210372	-0.09418379212121895	0.04109999999999999	0.5702559449512214	10.0	10.0	pseudo_transcript_0	0.8224242525183229	-0.07449076618278609	10.0	10.0	pseudo_transcript_0	0.8224521835572726	0.04672690822148128	10.0	10.0	pseudo_transcript_0	0.881331301278604	0.019752382073179385	0.7447699999999999	0.5702559449512214	10.0	10.0
pseudo_954	pseudo_transcript_0	0.3782547183814131	-0.14337552273046675	9.0	9.0	pseudo_transcript_0	0.05234553067234563	0.21728383346124117	9.0	9.0	pseudo_transcript_0	0.5150549957155912	0.0461052264257085	0.19391333333333338	0.10056434419213618	9.0	9.0	pseudo_transcript_0	0.5241528067046328	-0.026455070950733277	9.0	9.0	pseudo_transcript_0	0.26209768360384733	0.06558090992053309	9.0	9.0	pseudo_transcript_0	0.6804513030086436	0.044049024392603796	0.18556000000000003	0.10056434419213618	9.0	9.0	pseudo_transcript_0	0.7076509154116672	-0.036322479800717185	9.0	9.0	pseudo_transcript_0	0.4738234132481858	-0.008461804216930347	9.0	9.0	pseudo_transcript_0	0.6450587452278367	0.007993763025446493	-0.2358233333333333	0.10086514006125281	9.0	9.0
pseudo_955	pseudo_transcript_0	0.3981827359249741	-0.08582871770639783	10.0	10.0	pseudo_transcript_0	0.8550322813150625	-0.1219405868502939	10.0	10.0	pseudo_transcript_0	0.49954089682589553	-0.1281011493353135	0.8964833333333333	0.17265443882128362	10.0	10.0	pseudo_transcript_0	0.641268920565361	-0.0402590764993204	10.0	10.0	pseudo_transcript_0	0.5785925487709358	0.03255809723005385	10.0	10.0	pseudo_transcript_0	0.8787947863608893	0.04471586483392668	1.3477166666666667	0.17265443882128362	10.0	10.0	pseudo_transcript_0	0.7327599271920486	0.0040830561344040684	10.0	10.0	pseudo_transcript_0	0.66798139820546	0.009302638778440162	10.0	10.0	pseudo_transcript_0	0.7783410832085733	-0.014304146343316096	1.6393533333333332	0.17219835971583064	10.0	10.0
pseudo_956	pseudo_transcript_0	0.6188058881443957	-0.01362749525612963	10.0	10.0	pseudo_transcript_0	0.7418158866792095	-0.11176541024017343	10.0	10.0	pseudo_transcript_0	0.7919600173838852	0.030001616720257068	0.4855766666666667	0.12842958606696284	10.0	10.0	pseudo_transcript_0	0.673097334156628	0.08418595612408682	10.0	10.0	pseudo_transcript_0	0.9001517377302974	-0.06210748984406084	10.0	10.0	pseudo_transcript_0	0.674005878358813	-0.05431241848424667	0.12192333333333334	0.12842958606696284	10.0	10.0	pseudo_transcript_0	0.4173359033153776	-0.023944576965768943	10.0	10.0	pseudo_transcript_0	0.947793133079387	-0.009308989299143922	10.0	10.0	pseudo_transcript_0	0.3551450163542993	-0.045914780071294015	0.8007233333333333	0.12806573960055762	10.0	10.0
pseudo_957	pseudo_transcript_0	0.7501522414809916	0.045323025161394435	9.0	9.0	pseudo_transcript_0	0.3771975242035267	0.06500458830702076	9.0	9.0	pseudo_transcript_0	0.6286767252956369	0.03724307072604849	0.4540766666666667	0.2822967291091346	9.0	9.0	pseudo_transcript_0	0.9450842298969373	0.036123048455292656	9.0	9.0	pseudo_transcript_0	0.2936059818833445	0.0897177570057303	9.0	9.0	pseudo_transcript_0	0.4118818708320837	0.03361325970663394	0.8226233333333334	0.2822967291091346	9.0	9.0	pseudo_transcript_0	0.587676555277982	0.03688659152454342	9.0	9.0	pseudo_transcript_0	0.6476140377528956	0.03242906429166285	9.0	9.0	pseudo_transcript_0	0.9350655667035281	-0.023379636714670412	0.7937566666666666	0.2822967291091346	9.0	9.0
pseudo_958	pseudo_transcript_0	0.6239811773173021	-0.16587501608442548	10.0	10.0	pseudo_transcript_0	0.020455462253503382	-0.1819098085479537	10.0	10.0	pseudo_transcript_0	0.14634835753579595	-0.20804791474295556	0.71775	0.01554941434294743	10.0	10.0	pseudo_transcript_0	0.3837813127701407	-0.13437358883591585	10.0	10.0	pseudo_transcript_0	0.1849163950897288	-0.1187876086618036	9.0	9.0	pseudo_transcript_0	0.22423710567553523	-0.020498766474519998	0.5962	0.01554941434294743	9.0	9.0	pseudo_transcript_0	0.6269996799416118	-0.022726137211579508	9.0	9.0	pseudo_transcript_0	0.48690002856284786	-0.035899942781476	10.0	10.0	pseudo_transcript_0	0.88786088795987	0.023400235817219662	0.9690266666666666	0.01554941434294743	9.0	9.0
pseudo_959	pseudo_transcript_0	0.9162840305233068	-0.1046189544003961	9.0	9.0	pseudo_transcript_0	0.5181210760369468	-0.05538772805651734	9.0	9.0	pseudo_transcript_0	0.5621248600981039	-0.05125164535954935	0.3255133333333333	0.1877300234010587	9.0	9.0	pseudo_transcript_0	0.9389253743437979	-0.07317435808119098	9.0	9.0	pseudo_transcript_0	0.09877420024161718	-0.12648040069802063	9.0	9.0	pseudo_transcript_0	0.27254368391255335	-0.05373924044579049	0.5110933333333333	0.1877300234010587	9.0	9.0	pseudo_transcript_0	0.7953390638831639	-0.00978809987993623	9.0	9.0	pseudo_transcript_0	0.17917452600395467	-0.08976888783534005	9.0	9.0	pseudo_transcript_0	0.7611598595958518	-0.0770661520233643	0.6664633333333333	0.18821631589871535	9.0	9.0
pseudo_96	pseudo_transcript_0	0.9340091556082951	0.03868363807316225	10.0	10.0	pseudo_transcript_0	0.5180037675485172	0.049872081311409466	10.0	10.0	pseudo_transcript_0	0.6705408880738815	0.039921442866372094	0.48507666666666666	0.877274729733516	10.0	10.0	pseudo_transcript_0	0.8446815667229877	-0.07245484003405402	10.0	10.0	pseudo_transcript_0	0.3886075272453111	0.11533080069651964	10.0	10.0	pseudo_transcript_0	0.6978371738935807	-0.02864461955269705	0.5531633333333333	0.8795616765740841	10.0	10.0	pseudo_transcript_0	0.6562094412612635	-0.07244415562439034	10.0	10.0	pseudo_transcript_0	0.7201250158289723	0.060144188806709076	10.0	10.0	pseudo_transcript_0	0.888368115211156	0.008738196906154927	-0.12224999999999997	0.877274729733516	10.0	10.0
pseudo_960	pseudo_transcript_0	0.12619796212945922	0.09107265845742137	10.0	10.0	pseudo_transcript_0	0.4945356723741964	-0.19994799156731932	10.0	10.0	pseudo_transcript_0	0.6013991723010215	0.0330308262725745	0.15807333333333332	0.270146948173855	10.0	10.0	pseudo_transcript_0	0.10041489964631806	0.04612377969550746	10.0	10.0	pseudo_transcript_0	0.2196165950494421	-0.14017056601844805	10.0	10.0	pseudo_transcript_0	0.6891352102994415	-0.03754586575086566	0.1753366666666666	0.26701014054116023	10.0	10.0	pseudo_transcript_0	0.017743015133457017	0.06020036759532166	10.0	10.0	pseudo_transcript_0	0.5988645555284362	-0.04522396335619653	10.0	10.0	pseudo_transcript_0	0.19754537391592364	0.035841315497708894	0.2500666666666667	0.27140871918415854	10.0	10.0
pseudo_961	pseudo_transcript_0	0.2508721828643785	-0.13376916460146449	10.0	10.0	pseudo_transcript_0	0.48898912531881134	-0.12813831511906573	10.0	10.0	pseudo_transcript_0	0.14071769290432015	-0.16107366514058757	0.08393333333333335	0.40075455103053603	10.0	10.0	pseudo_transcript_0	0.6560447081467522	-0.07407956562585831	10.0	10.0	pseudo_transcript_0	0.2551071668531445	-0.23802393549707812	10.0	10.0	pseudo_transcript_0	0.5452906610572255	-0.23434990528832397	0.007610000000000079	0.40075455103053603	10.0	10.0	pseudo_transcript_0	0.8968101585155632	0.02305640085322278	9.0	9.0	pseudo_transcript_0	0.22281584398989318	-0.15804120951857248	10.0	10.0	pseudo_transcript_0	0.8990113822905048	-0.04757932257793459	0.47090999999999994	0.4015678551784343	9.0	9.0
pseudo_962	pseudo_transcript_0	0.8117673106905267	-0.14225538047278505	10.0	10.0	pseudo_transcript_0	0.8058346185951921	0.05656958841794818	10.0	10.0	pseudo_transcript_0	0.6996961712378001	-0.05587799809037038	0.21065	0.947397766635265	10.0	10.0	pseudo_transcript_0	0.5057289200820936	-0.07968285460683516	10.0	10.0	pseudo_transcript_0	0.3081242178040482	0.06936327116321503	10.0	10.0	pseudo_transcript_0	0.8590802687574873	0.01277623399058165	0.6136633333333333	0.9497068175660526	10.0	10.0	pseudo_transcript_0	0.6497993957649383	0.06173106053073485	10.0	10.0	pseudo_transcript_0	0.9782831935767802	-0.03611642739034917	10.0	10.0	pseudo_transcript_0	0.8707937929875638	-0.02634666719540577	1.00917	0.9450891574462199	10.0	10.0
pseudo_963	pseudo_transcript_0	0.42914997531180055	-0.016185993918323444	10.0	10.0	pseudo_transcript_0	0.19989699565813734	-0.07597792552796943	10.0	10.0	pseudo_transcript_0	0.9081662594694202	-0.07296461822413335	0.46148666666666666	0.25958430412729716	10.0	10.0	pseudo_transcript_0	0.25327352686086624	-0.18058415655598792	10.0	10.0	pseudo_transcript_0	0.3548374021413109	-0.08550035485318551	10.0	10.0	pseudo_transcript_0	0.6590072534156617	-0.13026168609489144	0.7575066666666666	0.25958430412729716	10.0	10.0	pseudo_transcript_0	0.6087808788005356	-0.19421504686774935	10.0	10.0	pseudo_transcript_0	0.6424799340518255	0.00040332637236399627	10.0	10.0	pseudo_transcript_0	0.466256076767108	-0.11513150679698697	0.8879766666666667	0.2589720037981783	10.0	10.0
pseudo_964	pseudo_transcript_0	0.9445023947794777	0.029921405390848987	10.0	10.0	pseudo_transcript_0	0.958452524505483	0.05323142719344001	10.0	10.0	pseudo_transcript_0	0.8802765650093739	0.056117473110232886	0.6259433333333333	0.0203802196756487	10.0	10.0	pseudo_transcript_0	0.21092427554850013	-0.10512391540317928	10.0	10.0	pseudo_transcript_0	0.9304210135236024	-0.016513117109542227	10.0	10.0	pseudo_transcript_0	0.2844270094855178	-0.05163804281136083	0.8721833333333334	0.0203802196756487	10.0	10.0	pseudo_transcript_0	0.2765648121513017	-0.17334192600571396	10.0	10.0	pseudo_transcript_0	0.7168245253642972	-0.03881989475841323	10.0	10.0	pseudo_transcript_0	0.3280101349056118	-0.1125036568097863	1.626323333333333	0.0203802196756487	10.0	10.0
pseudo_965	pseudo_transcript_0	0.35624504696509973	0.07468700895978253	10.0	10.0	pseudo_transcript_0	0.36952421849676076	-0.0535590980623147	10.0	10.0	pseudo_transcript_0	0.8135516041769786	-0.02620665251590171	0.37679999999999997	0.34113536387931664	10.0	10.0	pseudo_transcript_0	0.15609711155197586	0.09329580028570668	10.0	10.0	pseudo_transcript_0	0.6656154660482232	-0.12018890967106106	10.0	10.0	pseudo_transcript_0	0.2804683923872682	0.01904888596438496	0.12222333333333331	0.34113536387931664	10.0	10.0	pseudo_transcript_0	0.10978896816606383	0.04311957568378636	10.0	10.0	pseudo_transcript_0	0.936084073931857	-0.04805687998826874	10.0	10.0	pseudo_transcript_0	0.2624039573810474	0.01564412435376413	0.7314533333333334	0.34113536387931664	10.0	10.0
pseudo_966	pseudo_transcript_0	0.8586754941380313	-0.06764445866956731	10.0	10.0	pseudo_transcript_0	0.837795840943756	-0.10755888171767947	10.0	10.0	pseudo_transcript_0	0.5861447527806922	-0.03944556244981173	0.42068666666666665	0.9866959009822316	10.0	10.0	pseudo_transcript_0	0.13810362888307245	-0.3438867795023579	10.0	10.0	pseudo_transcript_0	0.34275959111652154	-0.07524945955035628	10.0	10.0	pseudo_transcript_0	0.06518839901261667	-0.21641802807331798	0.6978	0.9878526855156953	10.0	10.0	pseudo_transcript_0	0.11211170188857895	-0.3082461438970343	10.0	10.0	pseudo_transcript_0	0.15974030071778866	-0.21657469885902114	10.0	10.0	pseudo_transcript_0	0.046626100790919056	-0.2222762379825035	0.7799200000000001	0.9843824182543068	10.0	10.0
pseudo_967	pseudo_transcript_0	0.7610554943085914	-0.0983765124402773	10.0	10.0	pseudo_transcript_0	0.5745850815304803	0.13139818406502893	10.0	10.0	pseudo_transcript_0	0.5542165021792658	0.19064860995348373	0.4323166666666667	0.9739736518702983	10.0	10.0	pseudo_transcript_0	0.8862274372525313	0.0019259567012919893	10.0	10.0	pseudo_transcript_0	0.2418736250149095	0.07319178476734899	10.0	10.0	pseudo_transcript_0	0.2575040181876276	0.003252412146300921	1.1339066666666666	0.9739736518702983	10.0	10.0	pseudo_transcript_0	0.29324283098881654	-0.07558038225176827	10.0	10.0	pseudo_transcript_0	0.5438758894735205	0.0772510120143292	10.0	10.0	pseudo_transcript_0	0.5177046465058214	-0.007841944256807773	1.0693066666666666	0.9751299950553681	10.0	10.0
pseudo_968	pseudo_transcript_0	0.38441788566532265	0.25810129786847563	10.0	10.0	pseudo_transcript_0	0.9502698067732761	0.001017258349323776	10.0	10.0	pseudo_transcript_0	0.5901950214750723	0.1873458177192732	0.3094733333333333	0.3991309142059064	10.0	10.0	pseudo_transcript_0	0.9001517377302974	0.07653327428266914	10.0	10.0	pseudo_transcript_0	0.5113751445010759	0.04601716126491067	10.0	10.0	pseudo_transcript_0	0.5134634729007026	-0.05408413147607622	-0.45119666666666663	0.3991309142059064	10.0	10.0	pseudo_transcript_0	0.7675860163701013	-0.0924773698208667	10.0	10.0	pseudo_transcript_0	0.6445895615664585	0.013533022183243865	10.0	10.0	pseudo_transcript_0	0.9792618548107017	-0.06592887295531526	0.23702	0.3991309142059064	10.0	10.0
pseudo_969	pseudo_transcript_0	0.2502678584799596	0.06164140522231548	10.0	10.0	pseudo_transcript_0	0.27491827333205876	-0.13233007112176473	10.0	10.0	pseudo_transcript_0	0.8698542048986004	-0.024412168391948635	0.5750799999999999	0.4340533035220814	10.0	10.0	pseudo_transcript_0	0.8607935969482139	-0.037087721857986845	10.0	10.0	pseudo_transcript_0	0.09920594456384471	-0.06138697261090464	10.0	10.0	pseudo_transcript_0	0.2771982616011389	-0.01872228764113105	1.4378033333333333	0.4340533035220814	10.0	10.0	pseudo_transcript_0	0.30148326148591464	0.01172592717809621	10.0	10.0	pseudo_transcript_0	0.17795170831726081	-0.10346604259702223	10.0	10.0	pseudo_transcript_0	0.7387793671086644	-0.017869228023864796	1.1199066666666668	0.4340533035220814	10.0	10.0
pseudo_97	pseudo_transcript_0	0.7632894492911559	-0.06951835720369896	10.0	10.0	pseudo_transcript_0	0.16306374439828397	0.04202947356526001	10.0	10.0	pseudo_transcript_0	0.4737710037100321	0.024798485234439466	0.26761666666666667	0.3433462022881727	10.0	10.0	pseudo_transcript_0	0.9783413654434607	-0.009473095061466636	10.0	10.0	pseudo_transcript_0	0.08139752172475812	0.12298996220876342	10.0	10.0	pseudo_transcript_0	0.20015013220122402	0.08170401938092729	0.02398666666666671	0.34260824130333	10.0	10.0	pseudo_transcript_0	0.5579540700805925	-0.07927681915228992	10.0	10.0	pseudo_transcript_0	0.2429782969219998	0.07634387193760261	10.0	10.0	pseudo_transcript_0	0.5851476769981414	0.002112901361241678	-0.6230399999999999	0.34408517791468307	10.0	10.0
pseudo_970	pseudo_transcript_0	0.7443654951707535	-0.08843692353942617	10.0	10.0	pseudo_transcript_0	0.27330862123868416	-0.15049198383872645	10.0	10.0	pseudo_transcript_0	0.2903886978274005	-0.05653110422084586	0.33858666666666665	0.9485522380913225	10.0	10.0	pseudo_transcript_0	0.37030753916444337	-0.06443472287121858	10.0	10.0	pseudo_transcript_0	0.6381208280911683	0.050156730379673886	10.0	10.0	pseudo_transcript_0	0.4780492590364922	-0.05976421890178193	0.5551666666666667	0.9485522380913225	10.0	10.0	pseudo_transcript_0	0.31413035126959776	-0.17606354742161046	10.0	10.0	pseudo_transcript_0	0.5556565114855673	-0.026283850942079797	10.0	10.0	pseudo_transcript_0	0.42291846378737696	-0.13407523371467456	0.7809833333333334	0.9485522380913225	10.0	10.0
pseudo_971	pseudo_transcript_0	0.5367626181435657	0.08148826976657952	10.0	10.0	pseudo_transcript_0	0.5420350069752811	-0.04806160846933442	10.0	10.0	pseudo_transcript_0	0.775025155131994	0.03051483654126816	0.3885766666666666	0.9994215341564872	10.0	10.0	pseudo_transcript_0	0.3095194327270284	0.08493581425990442	10.0	10.0	pseudo_transcript_0	0.6204060155117745	-0.05275855326160703	10.0	10.0	pseudo_transcript_0	0.62628688474481	0.03286592711567656	0.30122333333333334	0.9994215341564872	10.0	10.0	pseudo_transcript_0	0.34877473075858423	0.0433588563090089	10.0	10.0	pseudo_transcript_0	0.4463812491643012	-0.06193359893486117	10.0	10.0	pseudo_transcript_0	0.8731335480734806	-0.011413805070869637	0.2859666666666666	0.9994215341564872	10.0	10.0
pseudo_972	pseudo_transcript_0	0.33968638387976857	-0.26868611306222867	10.0	10.0	pseudo_transcript_0	0.7060675238602997	0.09180782507299179	10.0	10.0	pseudo_transcript_0	0.414340297463767	-0.04982166674527939	0.3468866666666666	0.6348763128368267	10.0	10.0	pseudo_transcript_0	0.5430077024258902	-0.07495608813535466	10.0	10.0	pseudo_transcript_0	0.38941547432336365	-0.07806722850330068	10.0	10.0	pseudo_transcript_0	0.30548030470132315	-0.11847219032937832	0.19033999999999995	0.6348763128368267	10.0	10.0	pseudo_transcript_0	0.8560000765075026	-0.14809561823529827	10.0	10.0	pseudo_transcript_0	0.13434803851541144	-0.14973365967169688	10.0	10.0	pseudo_transcript_0	0.3844664117875338	-0.14420922988599003	0.2665433333333333	0.6348763128368267	10.0	10.0
pseudo_973	pseudo_transcript_0	0.18791637115554005	0.2673084663750791	10.0	10.0	pseudo_transcript_0	0.4099447526384087	0.03625341631792489	10.0	10.0	pseudo_transcript_0	0.06315203522175608	0.05588049336532042	0.5357400000000001	0.876131639116905	10.0	10.0	pseudo_transcript_0	0.10953458451603869	0.20826037578371712	10.0	10.0	pseudo_transcript_0	0.580601192018126	-0.039033574295474015	10.0	10.0	pseudo_transcript_0	0.0954834786212799	0.06634726469508329	0.7943899999999999	0.876131639116905	10.0	10.0	pseudo_transcript_0	0.21748504122037582	0.12451359198276972	10.0	10.0	pseudo_transcript_0	0.46594628225853285	-0.042493168683182925	10.0	10.0	pseudo_transcript_0	0.12511186136181884	0.01885012741426924	1.0737166666666667	0.877274729733516	10.0	10.0
